image,label,hos_0,hos_1,hos_2
SOB_B_F-14-23222AB-40-017,0,21446917.050563864,0.1382329865322302,0.8876850427481892
SOB_B_F-14-25197-40-022,0,594946.0507532493,0.14468326303640788,0.851013438553056
SOB_B_F-14-25197-40-023,0,1056800.7528562234,0.17620702768391858,0.8476296845899709
SOB_B_F-14-25197-40-024,0,1149534.9769040952,0.175759712370402,0.8382520155677102
SOB_B_F-14-25197-40-025,0,743092.0543090954,0.15207697456325864,0.828717646738282
SOB_B_F-14-25197-40-026,0,729685.0730820427,0.18907953765664012,0.7823745400325287
SOB_B_F-14-25197-40-027,0,570138.4995552298,0.17784466574028363,0.6832214886513658
SOB_B_F-14-25197-40-028,0,948470.9975218171,0.1635282178088821,0.8130091328079637
SOB_B_F-14-25197-40-029,0,669176.392395486,0.14116049562601568,0.8378822095982733
SOB_B_F-14-25197-40-030,0,1801986.481176763,0.13404320368553005,0.8402809118431622
SOB_B_F-14-25197-40-031,0,782375.0264920212,0.16793303369735577,0.8383752157968257
SOB_B_F-14-25197-40-032,0,198916.81133883868,0.15472276736384571,0.754658579736982
SOB_B_F-14-25197-40-033,0,423992.8956127228,0.1364269571728747,0.8099533300337867
SOB_B_F-14-25197-40-034,0,1100934.5093916967,0.1749383347636573,0.8366184806041586
SOB_B_F-14-25197-40-035,0,413660.13475897856,0.1555756040980893,0.8415750817419237
SOB_B_F-14-25197-40-036,0,332620.2224958875,0.15277425429096456,0.750941071035355
SOB_B_F-14-25197-40-037,0,504767.66456685,0.14188962940919775,0.831809970501323
SOB_B_F-14-25197-40-038,0,515225.92218307947,0.12481890728079988,0.8627151899725168
SOB_B_F-14-25197-40-039,0,472064.36737384455,0.13145898182935212,0.8367318107862652
SOB_B_F-14-25197-40-040,0,499545.32043276075,0.15553505530511386,0.8115839775595964
SOB_B_F-14-25197-40-041,0,453479.0116706686,0.15129150337822428,0.8186316117440046
SOB_B_F-14-25197-40-042,0,1300915.1382792834,0.1650281502857519,0.8431771066249223
SOB_B_F-14-25197-40-043,0,338480.9749197782,0.1643885921957439,0.7565805771385546
SOB_B_F-14-29960AB-40-001,0,3429634.6538127833,0.09939243312335959,0.8677669730575021
SOB_B_F-14-29960AB-40-002,0,2284270.8418882494,0.09791521285429444,0.8768054928019707
SOB_B_F-14-29960AB-40-003,0,6293590.8837482985,0.12785191790565748,0.8698865256756885
SOB_B_F-14-29960AB-40-004,0,3764777.5844706944,0.1253274433412163,0.852785222964209
SOB_B_F-14-29960AB-40-005,0,4013150.579573824,0.13674134673206934,0.8298202553349119
SOB_B_F-14-29960AB-40-006,0,27189428.953766197,0.14185588739256774,0.8526132308984988
SOB_B_F-14-29960AB-40-007,0,6430932.690464573,0.1191591552269105,0.8720738313068627
SOB_B_F-14-29960AB-40-008,0,6948595.858640393,0.11424999143025069,0.8591359981216179
SOB_B_F-14-29960AB-40-009,0,33737931.23401613,0.12911885892660907,0.8583702274327124
SOB_B_F-14-29960AB-40-010,0,13516251.446692975,0.10637964423197953,0.850786451519047
SOB_B_F-14-29960AB-40-011,0,5038849.1496617505,0.10443686167313371,0.8563914970574668
SOB_B_F-14-29960AB-40-012,0,4848725.949726342,0.10642162611585805,0.8197620045366221
SOB_B_F-14-29960AB-40-013,0,1961825.6820412825,0.10064794969314024,0.8778672632782464
SOB_B_F-14-29960AB-40-014,0,1051307.0901257442,0.07822835886333034,0.8102012299569028
SOB_B_F-14-29960AB-40-015,0,1307832.4404731845,0.08102745272896966,0.8600813599439732
SOB_B_F-14-29960AB-40-016,0,7446822.325793492,0.08976993069153943,0.8535327823000637
SOB_B_F-14-29960AB-40-017,0,2838187.0126428744,0.08951759545542919,0.8663474108947464
SOB_B_F-14-29960AB-40-018,0,2640811.050038741,0.07828703618257465,0.8429974868242985
SOB_B_F-14-9133-40-001,0,747137.6504089431,0.09479332589154003,0.8338060962796504
SOB_B_F-14-9133-40-002,0,324631.8421036799,0.09835280434193441,0.8252403200153674
SOB_B_F-14-9133-40-003,0,293168.6356924805,0.08601290112722425,0.8135833991880687
SOB_B_F-14-9133-40-004,0,1085573.4985446231,0.09549606925626943,0.8586008564044766
SOB_B_F-14-9133-40-005,0,1242639.115665927,0.08531094672409195,0.8429670238764693
SOB_B_F-14-9133-40-006,0,1195208.4457480388,0.08548334479596055,0.8365120549880155
SOB_B_F-14-9133-40-007,0,856090.9927966517,0.09288635692031344,0.8390149625989195
SOB_B_F-14-9133-40-008,0,1186966.5746066493,0.10024202146961367,0.8559300636756938
SOB_B_F-14-9133-40-009,0,1306286.5655570917,0.10196020879753318,0.8478275083059903
SOB_B_F-14-9133-40-010,0,889913.6413304819,0.09303622984965325,0.8648668709388982
SOB_B_F-14-9133-40-011,0,3476977.734343173,0.10295682856061313,0.871832646200266
SOB_B_F-14-9133-40-012,0,1942545.3495184237,0.09829446479423933,0.8637292607208109
SOB_B_F-14-9133-40-013,0,1770082.8994211345,0.10222461499704824,0.8756939923977839
SOB_B_F-14-9133-40-014,0,1947403.8781569186,0.10056077080216619,0.8835427297884141
SOB_B_F-14-9133-40-015,0,1886475.2306210033,0.09550733084111614,0.8579745243648526
SOB_B_F-14-9133-40-016,0,1810789.032739215,0.09709060232137214,0.8501051926658811
SOB_B_F-14-9133-40-017,0,507711.56870759727,0.10435410324262367,0.8153992287177546
SOB_B_F-14-9133-40-018,0,456507.542292073,0.10132677569114441,0.8223639375780066
SOB_B_F-14-9133-40-019,0,361212.77330472646,0.11570482771572053,0.7801809165025803
SOB_B_F-14-9133-40-020,0,185705.2219436422,0.09643604730769283,0.7812483860251914
SOB_B_F-14-9133-40-021,0,261696.800983269,0.10381699523117258,0.8151703778784404
SOB_B_F-14-9133-40-022,0,145368.43534487713,0.11534688937705936,0.6786484104383234
SOB_B_F-14-9133-40-023,0,437718.91734169715,0.100898641243895,0.8385521243634627
SOB_B_F-14-9133-40-024,0,407011.4622785245,0.0946984948407497,0.82806346260063
SOB_B_F-14-9133-40-025,0,8895994.866821054,0.10498028927072843,0.8449837692316178
SOB_B_F-14-9133-40-026,0,4415580.877872706,0.10032852496555598,0.8628985240519025
SOB_B_PT-14-21998AB-40-001,0,245039.98962454454,0.09128268564836947,0.7198779877352468
SOB_B_PT-14-21998AB-40-002,0,267070.2515070044,0.0847181843496121,0.8105042310066222
SOB_B_PT-14-21998AB-40-003,0,279702.7425935588,0.09833760815606261,0.7962167860939761
SOB_B_PT-14-21998AB-40-004,0,217585.12435601067,0.07741285531235592,0.8302082504216084
SOB_B_PT-14-21998AB-40-005,0,168274.63541305228,0.09182048224183192,0.7438637799255043
SOB_B_PT-14-21998AB-40-006,0,206999.09827117505,0.08863182910791229,0.7787443348435255
SOB_B_PT-14-21998AB-40-007,0,132029.0551872635,0.08300264538549129,0.7006891075825165
SOB_B_PT-14-21998AB-40-008,0,284626.03403507866,0.0935738896603938,0.7452190766481074
SOB_B_PT-14-21998AB-40-009,0,276268.65658233286,0.09515576581170626,0.7647766243279115
SOB_B_PT-14-21998AB-40-010,0,212268.18380050454,0.08302802054449675,0.8093138799343145
SOB_B_PT-14-21998AB-40-011,0,143463.51515802537,0.07046209937739566,0.8045736533878176
SOB_B_PT-14-21998AB-40-012,0,188741.13181758518,0.08678739078668465,0.8079243149873324
SOB_B_PT-14-21998AB-40-013,0,154570.10532913476,0.09468511750933102,0.7101992254079649
SOB_B_PT-14-21998AB-40-014,0,237060.93832341552,0.07152847519210945,0.8404433537338882
SOB_B_PT-14-21998AB-40-015,0,152399.71559359532,0.07601000731205669,0.8031540253347137
SOB_B_PT-14-21998AB-40-016,0,153074.29870746247,0.07478956065986053,0.8078719810655998
SOB_B_PT-14-21998AB-40-017,0,163139.86080675645,0.0814942591393631,0.807167158229108
SOB_B_PT-14-21998AB-40-018,0,134156.7464666688,0.07662751094017814,0.7246039177719683
SOB_B_PT-14-21998AB-40-019,0,306525.18451025774,0.08392751579961773,0.8115528371713095
SOB_B_PT-14-21998AB-40-020,0,311883.9909257201,0.08521860206579046,0.811992715852985
SOB_B_PT-14-21998AB-40-021,0,220485.19193393667,0.09834572263950282,0.7247150964306844
SOB_B_PT-14-21998AB-40-022,0,232329.19468867403,0.0929708374406356,0.782752671770898
SOB_B_PT-14-21998AB-40-023,0,200745.53739187375,0.08199277791646312,0.7760238625100929
SOB_B_PT-14-21998AB-40-024,0,205323.1058476114,0.09531086869252968,0.7290727675579266
SOB_B_PT-14-21998AB-40-025,0,136496.59826944908,0.0978706119670584,0.6123651241734736
SOB_B_PT-14-21998AB-40-026,0,290616.10022679536,0.09778296419749684,0.7189885857582082
SOB_B_PT-14-21998AB-40-027,0,181715.8660645253,0.08954551004331811,0.6428682326952057
SOB_B_PT-14-21998AB-40-028,0,243745.7359617064,0.06691829385020164,0.7994132829993177
SOB_B_PT-14-21998AB-40-029,0,250253.01986766755,0.07958831446184615,0.786600882492276
SOB_B_PT-14-21998AB-40-030,0,210609.1452306811,0.05763105987505386,0.8611084197830855
SOB_B_PT-14-21998AB-40-031,0,777839.7108845961,0.11352872566992693,0.8554237532134142
SOB_B_PT-14-21998AB-40-032,0,447935.6074756183,0.14772436929654642,0.7224318773991817
SOB_B_PT-14-21998AB-40-033,0,573876.5806070666,0.11734670715949837,0.7954967041888554
SOB_B_PT-14-21998AB-40-034,0,579066.9402350669,0.10149078879539918,0.8352790713271319
SOB_B_PT-14-21998AB-40-035,0,596686.4439728617,0.12283055775755475,0.8109037984743112
SOB_B_PT-14-21998AB-40-036,0,656170.0180099731,0.0996359435355132,0.8346760702128204
SOB_B_PT-14-21998AB-40-037,0,770364.3226508583,0.10954997341421933,0.8190227014299247
SOB_B_PT-14-21998AB-40-038,0,738238.3089427816,0.13077780564454947,0.7869968527226979
SOB_B_PT-14-21998AB-40-039,0,503567.12189084396,0.10887700148099702,0.8281967310353869
SOB_B_PT-14-21998AB-40-040,0,617143.2473711624,0.09543605529533399,0.8589432315107884
SOB_B_PT-14-21998AB-40-041,0,1015716.7923611503,0.11379545670389671,0.8483191449987761
SOB_B_PT-14-21998AB-40-042,0,696291.1144333752,0.13025282479743622,0.7607446043051553
SOB_B_PT-14-21998AB-40-043,0,548126.1942753722,0.1052296262407058,0.8455106995766964
SOB_B_PT-14-21998AB-40-044,0,461940.8763715569,0.11520555233731122,0.8129972750755681
SOB_B_PT-14-21998AB-40-045,0,602509.8810442926,0.12549195517823733,0.8050741694976972
SOB_B_PT-14-21998AB-40-046,0,701583.1902355119,0.10577686510462216,0.8527004087977781
SOB_B_PT-14-21998AB-40-047,0,670195.8681976361,0.11291945693261873,0.8524577322695257
SOB_B_PT-14-21998AB-40-048,0,468480.13414408057,0.08881728609492781,0.7986202912290509
SOB_B_PT-14-21998AB-40-049,0,280764.00694652845,0.0860392245761193,0.7960019774774685
SOB_B_PT-14-21998AB-40-050,0,617727.7996640325,0.12333906605150653,0.7924894579867989
SOB_B_PT-14-21998AB-40-051,0,252389.52860415584,0.07765184744390473,0.8047261010503015
SOB_B_PT-14-21998AB-40-052,0,614289.1897943672,0.1144529771686289,0.7290285249768637
SOB_B_PT-14-21998AB-40-053,0,278051.5476162024,0.1077560210662796,0.6722041236218075
SOB_B_PT-14-21998AB-40-054,0,372858.8553509501,0.13560684075267573,0.7332622486065956
SOB_B_PT-14-21998AB-40-055,0,96950.53349293077,0.0773662454568695,0.7234990996146985
SOB_B_PT-14-21998AB-40-056,0,309119.99271627294,0.11846630039253749,0.6973584262131304
SOB_B_PT-14-21998AB-40-057,0,370460.4300142746,0.10479126824669299,0.8163489298693958
SOB_B_PT-14-21998AB-40-058,0,563786.5822359662,0.13665772931793432,0.7530678880931105
SOB_B_PT-14-22704-40-001,0,169707.07339248736,0.08370121416815057,0.7919889805664898
SOB_B_PT-14-22704-40-002,0,191024.2310793813,0.08370110712939016,0.8006239492040073
SOB_B_PT-14-22704-40-003,0,161241.80937540898,0.08031676094548454,0.7874210726321335
SOB_B_PT-14-22704-40-004,0,153522.02751523347,0.0802703284304299,0.7922648113650312
SOB_B_PT-14-22704-40-005,0,161283.44646598978,0.0808289998258225,0.7971493116007503
SOB_B_PT-14-22704-40-006,0,196506.1400859656,0.09692092704390418,0.807197622293506
SOB_B_PT-14-22704-40-007,0,172119.49047673345,0.10146100329581544,0.7836069226713126
SOB_B_PT-14-22704-40-008,0,128152.95830969683,0.07510481981481278,0.7747690116506563
SOB_B_PT-14-22704-40-009,0,192895.79621658826,0.07694684029774193,0.79159810307129
SOB_B_PT-14-22704-40-010,0,149576.91474057912,0.06983761971915214,0.7834937987970519
SOB_B_PT-14-22704-40-011,0,159316.46855708444,0.06765168578163969,0.7556079420841646
SOB_B_PT-14-22704-40-012,0,172131.33799621576,0.069495513215915,0.77954463185469
SOB_B_PT-14-22704-40-013,0,164475.48362225626,0.07948229512559657,0.789928121574199
SOB_B_PT-14-22704-40-014,0,179948.78867039015,0.08242926543845946,0.7973568384980748
SOB_B_PT-14-22704-40-015,0,174698.60784444935,0.08294652635869872,0.79910416635556
SOB_B_PT-14-22704-40-016,0,149017.18788286677,0.0811808373815931,0.7890800938861705
SOB_B_PT-14-22704-40-017,0,130518.30368637983,0.0886073482472434,0.7756120546230464
SOB_B_PT-14-22704-40-018,0,102568.52529912369,0.08306205041179802,0.792069018124505
SOB_B_PT-14-22704-40-019,0,124878.96573008118,0.08641944926046902,0.7951246157423923
SOB_B_PT-14-22704-40-020,0,126561.2602794768,0.08116725633011657,0.7762824560651517
SOB_B_PT-14-22704-40-021,0,108589.66310249313,0.06140799611656839,0.7689578728710553
SOB_B_PT-14-22704-40-022,0,134419.75926012194,0.06904740385659065,0.7600753554506146
SOB_B_PT-14-22704-40-023,0,138284.40346482515,0.07185796660048549,0.7766247223067315
SOB_B_PT-14-22704-40-024,0,115578.63133410123,0.07282276750991723,0.7580196794471551
SOB_B_PT-14-22704-40-025,0,92045.86175316724,0.06499821567196622,0.7375009057724169
SOB_B_PT-14-22704-40-026,0,97322.05184366077,0.0647336699573452,0.7549787871225025
SOB_B_PT-14-22704-40-027,0,122915.48125944744,0.07024577016061742,0.7602353659429866
SOB_B_PT-14-22704-40-028,0,82882.06282714261,0.062239591561552676,0.6893561993420974
SOB_B_PT-14-22704-40-029,0,144612.5682629795,0.06658186045926899,0.731417351362434
SOB_B_PT-14-22704-40-030,0,140490.48206108905,0.06619680325344504,0.7385335704093131
SOB_B_PT-14-22704-40-031,0,106597.26178444413,0.06132100623486542,0.7131145557060378
SOB_B_PT-14-22704-40-032,0,75604.42144220171,0.0803792436742995,0.6324709499244869
SOB_B_PT-14-22704-40-033,0,147590.74033894783,0.06197995513527365,0.7776631739848546
SOB_B_PT-14-22704-40-034,0,198376.55405999717,0.07413711934588761,0.798460926385629
SOB_B_PT-14-22704-40-035,0,188821.8803189407,0.08144382134380966,0.7941878572477792
SOB_B_PT-14-22704-40-036,0,140435.8346400212,0.08057219632508958,0.7928207486997536
SOB_B_PT-14-22704-40-037,0,95856.70888822895,0.0745213402935019,0.7296086716078083
SOB_B_PT-14-22704-40-038,0,121447.83833857569,0.08012815020007627,0.7917680658595425
SOB_B_PT-14-29315EF-40-001,0,1259549.8947322615,0.12868216026991122,0.7613219097520488
SOB_B_PT-14-29315EF-40-002,0,1763981.3742204118,0.14846147417944663,0.7291196628453709
SOB_B_PT-14-29315EF-40-003,0,1374589.4121006038,0.12118992096555434,0.7806878278134092
SOB_B_PT-14-29315EF-40-004,0,1831382.1727346925,0.1413729957798755,0.8022237832921989
SOB_B_PT-14-29315EF-40-005,0,2822967.277336111,0.15565063637965143,0.8390836282608397
SOB_B_PT-14-29315EF-40-006,0,3452775.3780383216,0.1396843329230687,0.8316782256100616
SOB_B_PT-14-29315EF-40-007,0,3133301.66008073,0.1386223623827676,0.8144149984331291
SOB_B_PT-14-29315EF-40-008,0,782374.2468763352,0.1317635985454725,0.7248302126865142
SOB_B_PT-14-29315EF-40-009,0,2138771.6245145374,0.1530829462398678,0.7882970472944411
SOB_B_PT-14-29315EF-40-010,0,1881985.7914065504,0.11516687800440208,0.8040551432574332
SOB_B_PT-14-29315EF-40-011,0,1581724.2753402612,0.12426951752739737,0.8058739572649195
SOB_B_PT-14-29315EF-40-012,0,993346.5216033384,0.10640506224087957,0.7941742082205209
SOB_B_PT-14-29315EF-40-013,0,1043562.6759523579,0.10475522154987804,0.8011427807798828
SOB_B_TA-14-13200-40-001,0,93996872.17495319,0.16448806779609862,0.7985412439934392
SOB_B_TA-14-13200-40-002,0,90072607.83369493,0.1462611213049645,0.8441713257156325
SOB_B_TA-14-13200-40-003,0,13829404.204761377,0.12880723912364014,0.8459128798646879
SOB_B_TA-14-13200-40-004,0,20338349.309586007,0.18252494683958706,0.8906991169778932
SOB_B_TA-14-13200-40-005,0,13243672.755388588,0.13284665598078654,0.8677131945196624
SOB_B_TA-14-13200-40-006,0,26322841.490575373,0.15351605081606753,0.8971903084559095
SOB_B_TA-14-13200-40-007,0,12004169.239380753,0.12651002831156918,0.8529584988665986
SOB_B_TA-14-13200-40-008,0,26415626.09077304,0.1728322320037184,0.866595217924211
SOB_B_TA-14-13200-40-009,0,34039811.319852,0.1954446779236731,0.9128349832311261
SOB_B_TA-14-13200-40-010,0,28025152.01066952,0.16758139341026473,0.8827597407519983
SOB_B_TA-14-13200-40-011,0,38570131.70372941,0.17006158650733672,0.8883203739085035
SOB_B_TA-14-13200-40-012,0,29669653.421369832,0.17788664533074547,0.8943481748120649
SOB_B_TA-14-13200-40-013,0,33544248.410233308,0.19938216255739805,0.9107851430347155
SOB_B_TA-14-13200-40-014,0,29571035.13680865,0.16083790313535204,0.8757193880275355
SOB_B_TA-14-13200-40-015,0,16114861.070482811,0.14296980563777698,0.8657257035180351
SOB_B_TA-14-15275-40-001,0,73861362.36722146,0.18205211838938024,0.8821488059894079
SOB_B_TA-14-15275-40-002,0,106268435.33066079,0.19988177343282884,0.9039331433931677
SOB_B_TA-14-15275-40-003,0,86918416.0985041,0.20270426821960574,0.9045686549957077
SOB_B_TA-14-15275-40-004,0,48554108.621700324,0.1733187322909212,0.8824292179010458
SOB_B_TA-14-15275-40-005,0,25986288.6216658,0.16700567651224102,0.8815959530458415
SOB_B_TA-14-15275-40-006,0,46840854.85731513,0.17991469531983453,0.8799855073526608
SOB_B_TA-14-15275-40-007,0,75129823.1116284,0.16945298211673235,0.8711772612053815
SOB_B_TA-14-15275-40-008,0,59886740.20232194,0.17657183392722242,0.8645054432152319
SOB_B_TA-14-15275-40-009,0,117235052.64888917,0.19699344834425328,0.8995864313257343
SOB_B_TA-14-15275-40-010,0,91518220.44301768,0.20564853435212457,0.9053462357209097
SOB_B_TA-14-15275-40-011,0,66188566.63978674,0.14403870248711886,0.8023758186900241
SOB_B_TA-14-15275-40-012,0,76975429.84866711,0.1762685749142965,0.8898828438730988
SOB_B_TA-14-16184-40-001,0,371479.5341857166,0.09208861938970903,0.8148990993169226
SOB_B_TA-14-16184-40-002,0,319976.41703577567,0.11099964316281853,0.7736347241390663
SOB_B_TA-14-16184-40-003,0,170427.89251727102,0.09389144197158471,0.8092151073112088
SOB_B_TA-14-16184-40-004,0,201265.33547960882,0.09156984547006522,0.8010359998172463
SOB_B_TA-14-16184-40-005,0,251719.32799979064,0.08835693663335939,0.8067938957806697
SOB_B_TA-14-16184-40-006,0,288924.38541997777,0.11432199663937756,0.7894255139529212
SOB_B_TA-14-16184-40-007,0,548064.9155864613,0.12634636944888128,0.8091520111798317
SOB_B_TA-14-16184-40-008,0,686275.9770283045,0.13460959194859523,0.8395114667781659
SOB_B_TA-14-16184-40-009,0,739623.2620368801,0.11258852609533951,0.8639810199756748
SOB_B_TA-14-16184-40-010,0,8757970.258498792,0.13127351226700845,0.8332863209771788
SOB_B_TA-14-16184-40-011,0,1110966.578763654,0.13722643812900504,0.8408215658056861
SOB_B_TA-14-16184-40-012,0,602875.050628193,0.12176714658957248,0.8530727027057038
SOB_B_TA-14-16184-40-013,0,636360.6487804479,0.12452434408144918,0.8473583717820811
SOB_B_TA-14-16184-40-014,0,807462.1813669857,0.13005689586987493,0.8532319945885377
SOB_B_TA-14-16184-40-015,0,391288.08771477593,0.09680911664620194,0.8333124401734509
SOB_B_TA-14-16184-40-016,0,439858.1207286328,0.09852928402673373,0.8418336194634538
SOB_B_TA-14-16184-40-017,0,1736846.8917367258,0.10184148167284011,0.8422533964785958
SOB_B_TA-14-16184-40-018,0,2879151.073416655,0.10151094957755498,0.8488419002603772
SOB_B_TA-14-16184-40-019,0,6107848.042498028,0.10355633521716812,0.8539370706307654
SOB_B_TA-14-16184-40-020,0,21180158.54219934,0.11539178244082263,0.8437774790831737
SOB_B_TA-14-16184-40-021,0,530037.867004259,0.10065821453527682,0.8509583185999474
SOB_B_TA-14-16184-40-022,0,454943.19867213746,0.1180490213876098,0.8342643540983089
SOB_B_TA-14-16184-40-023,0,639050.1270181626,0.11151072035379866,0.861053003041863
SOB_B_TA-14-16184-40-024,0,2273244.2242364334,0.11380323708116684,0.8606326582285821
SOB_B_TA-14-16184-40-025,0,2188872.0348073873,0.10782377632924929,0.8731578905197706
SOB_B_TA-14-16184-40-026,0,1362947.5480599632,0.10276634285772926,0.8862924466486944
SOB_B_TA-14-16184-40-027,0,5503275.604719417,0.10570495353042457,0.8795488137550767
SOB_B_TA-14-16184-40-028,0,2644402.635716589,0.10473401797664675,0.8796476751402388
SOB_B_TA-14-16184-40-029,0,10863494.539301258,0.11449658025801557,0.8459283221861635
SOB_B_TA-14-16184-40-030,0,5195417.845028883,0.11291052805483534,0.8541300914017208
SOB_B_TA-14-16184-40-031,0,1728545.9063146997,0.10397279643086994,0.8672085308140618
SOB_B_TA-14-16184-40-032,0,2317316.208995159,0.10222605816250735,0.8517404746021715
SOB_B_TA-14-16184-40-033,0,2019422.5767550166,0.10357599660182584,0.8613302371119274
SOB_B_TA-14-16184-40-034,0,9945429.289065365,0.11262009155834492,0.8581726927170924
SOB_B_TA-14-16184-40-035,0,1945443.173464584,0.10391395692094439,0.8745169353084352
SOB_B_TA-14-16184-40-036,0,1669283.19333483,0.12567385791471078,0.836056655886018
SOB_B_TA-14-16184-40-037,0,1061757.4898896294,0.12277603356585803,0.8592505832110758
SOB_B_TA-14-16184-40-038,0,813414.9212563762,0.1188504945943847,0.8529498715272169
SOB_B_TA-14-16184-40-039,0,326240.5811067143,0.13974162338266338,0.7792072948575257
SOB_B_TA-14-16184CD-40-001,0,1356547.046554041,0.14692016396442448,0.8721651493211686
SOB_B_TA-14-16184CD-40-002,0,1786007.216684042,0.13794120646277963,0.8833272964309169
SOB_B_TA-14-16184CD-40-003,0,1468456.1875964112,0.16914156717552045,0.8429083905444126
SOB_B_TA-14-16184CD-40-004,0,904504.0622403183,0.19139765812422543,0.7606051034295105
SOB_B_TA-14-16184CD-40-005,0,1043444.9697611716,0.15013153101458698,0.8166289302258941
SOB_B_TA-14-16184CD-40-006,0,1918599.5326584252,0.1289596876010795,0.8706992354657768
SOB_B_TA-14-16184CD-40-007,0,1718118.6586600852,0.1283246479682022,0.8622508113452508
SOB_B_TA-14-16184CD-40-008,0,486031.51029485743,0.12684848230025952,0.8151323723373776
SOB_B_TA-14-16184CD-40-009,0,844703.9556642363,0.11650804278807449,0.8470588639046879
SOB_B_TA-14-16184CD-40-010,0,2801978.5393278445,0.14017136170558825,0.8742574336475954
SOB_B_TA-14-16184CD-40-011,0,3052116.5579601303,0.17746951457475393,0.8695208410308835
SOB_B_TA-14-16184CD-40-012,0,6061857.161142977,0.15804033867636114,0.8898642752871072
SOB_B_TA-14-16184CD-40-013,0,2016469.4980760524,0.15829402423349145,0.8520075743898398
SOB_B_TA-14-16184CD-40-014,0,1986491.689181241,0.1723949795689118,0.8548937548777578
SOB_B_TA-14-16184CD-40-015,0,2205446.0835163062,0.16829995614166998,0.8533381082988577
SOB_B_TA-14-16184CD-40-016,0,1887612.3667561803,0.14239828561771173,0.8674777533408146
SOB_B_TA-14-16184CD-40-017,0,1305956.4065344613,0.15531417733794614,0.8636313134529081
SOB_B_TA-14-16184CD-40-018,0,3358088.6744421623,0.14845166251639294,0.8832832754495238
SOB_B_TA-14-16184CD-40-019,0,4056147.1402094075,0.14453694918210652,0.8825507173956735
SOB_B_TA-14-16184CD-40-020,0,2059733.5259905884,0.13739233133324433,0.8962125356371491
SOB_B_TA-14-16184CD-40-021,0,1742492.1793986289,0.14533212675413523,0.8685941065720577
SOB_B_TA-14-16184CD-40-022,0,1810170.8430640264,0.14430782152858057,0.8736074999908084
SOB_B_TA-14-16184CD-40-023,0,1737866.4122511556,0.13057063209731312,0.8898891342412382
SOB_B_TA-14-16184CD-40-024,0,2033882.7759941581,0.14141067323069634,0.8737252533601515
SOB_B_TA-14-16184CD-40-025,0,2206607.2828542236,0.14086936679202777,0.8743375174498373
SOB_B_TA-14-16184CD-40-026,0,1631253.8073996634,0.1447525722323496,0.8783275431782622
SOB_B_TA-14-16184CD-40-027,0,1820634.0199138545,0.1412494604220683,0.8809825856321478
SOB_B_TA-14-16184CD-40-028,0,3693169.556769474,0.13402219455604883,0.895709681984224
SOB_B_TA-14-16184CD-40-029,0,4834338.735756903,0.13953916266120436,0.8707910584943761
SOB_B_TA-14-16184CD-40-030,0,2391791.8596332017,0.13325714770794575,0.8674720451938579
SOB_B_TA-14-16184CD-40-031,0,1287299.4109475692,0.11704382600596264,0.8452393314749118
SOB_B_TA-14-16184CD-40-032,0,1132876.2158805777,0.1271838904747565,0.8523831689723198
SOB_B_TA-14-16184CD-40-033,0,2163058.1622147486,0.14000171238769524,0.88249883504612
SOB_B_TA-14-16184CD-40-034,0,3962118.2371388916,0.13764278892739545,0.8888884182003167
SOB_B_TA-14-16184CD-40-035,0,3173677.0774328485,0.13064979154608314,0.8680338364766951
SOB_B_TA-14-19854C-40-001,0,77569.92053530694,0.05379665894879496,0.7257997757503344
SOB_B_TA-14-19854C-40-002,0,155728.84943960444,0.049170146532793314,0.7536954545232959
SOB_B_TA-14-19854C-40-003,0,70062.76520503382,0.041141516810130854,0.7136262889488484
SOB_B_TA-14-19854C-40-004,0,122066.64895911425,0.04726505632777592,0.725205906680539
SOB_B_TA-14-19854C-40-005,0,199765.61780904196,0.051223983816295046,0.7415784118095756
SOB_B_TA-14-19854C-40-006,0,126558.64602080872,0.049777456583199035,0.7119081845886419
SOB_B_TA-14-19854C-40-007,0,110413.49856108947,0.04656993037917981,0.7237248915857399
SOB_B_TA-14-19854C-40-008,0,89966.17783688092,0.04365982386792091,0.7073806496117696
SOB_B_TA-14-19854C-40-009,0,188839.4416598522,0.05623262264965668,0.7335581116922533
SOB_B_TA-14-19854C-40-010,0,175887.025236803,0.05158133175805279,0.7259805480021333
SOB_B_TA-14-19854C-40-011,0,227438.08084393354,0.054857039998893596,0.7612715480483004
SOB_B_TA-14-19854C-40-012,0,205797.52468565176,0.05938111301103848,0.7244835850314225
SOB_B_TA-14-19854C-40-013,0,168294.78880344974,0.05263748496824184,0.7096164470012082
SOB_B_TA-14-19854C-40-014,0,187709.801268343,0.05629699456702155,0.7276204785794219
SOB_B_TA-14-19854C-40-015,0,55064.683515072036,0.044647183809841354,0.6915188187493854
SOB_B_TA-14-19854C-40-016,0,162878.6269521736,0.059086367782178406,0.7222391565465842
SOB_B_TA-14-21978AB-40-001,0,2945174.642588218,0.1231313376402735,0.8238765558753702
SOB_B_TA-14-21978AB-40-002,0,6287039.241037622,0.1275999552398047,0.8550088265653163
SOB_B_TA-14-21978AB-40-003,0,4392845.033035244,0.10901043076515465,0.8307227793240096
SOB_B_TA-14-21978AB-40-004,0,3986589.162244207,0.10393147285763821,0.8257757603535949
SOB_B_TA-14-21978AB-40-005,0,42427724.082130425,0.15211368077073983,0.7036785877987031
