image,glcm
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.16943171 0.18575359 0.090797   0.19572073 0.84394835 0.82891949
  0.91633376 0.81973967 0.53658077 0.53021476 0.57550129 0.52521064
  0.91640691 0.90913424 0.95460526 0.90443742]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.17759812 0.18725652 0.10295409 0.21091669 0.80463351 0.79398709
  0.88669663 0.76795891 0.57524394 0.57134052 0.61262028 0.56078884
  0.91199592 0.90765458 0.94860954 0.89642063]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.11933124 0.12873336 0.06712283 0.1385653  0.77976144 0.76250676
  0.87657177 0.74436624 0.68111375 0.67614534 0.70898487 0.67109845
  0.9404248  0.9358182  0.96644611 0.93089846]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.09153846 0.09307488 0.04829267 0.10647235 0.80869245 0.80547898
  0.89899308 0.77748111 0.70969745 0.70891324 0.73395669 0.70162451
  0.95426091 0.95351538 0.97585366 0.94683174]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.1679686  0.1660897  0.07284216 0.19551007 0.89136109 0.89263195
  0.95296833 0.87361275 0.50515817 0.50716554 0.54952092 0.49469124
  0.9177752  0.91906051 0.96360904 0.90585578]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.13601256 0.14867707 0.07322491 0.15224261 0.82114338 0.80436467
  0.90368141 0.79967134 0.65285098 0.64759319 0.68332821 0.6461508
  0.93225369 0.92624629 0.96341013 0.92462576]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.14263736 0.15600308 0.08665889 0.17015202 0.85706634 0.84367025
  0.91310999 0.82949181 0.5696244  0.56331842 0.59680026 0.55665365
  0.92896389 0.92242104 0.95668562 0.9159729 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.10738462 0.1029477  0.06383493 0.13254728 0.85625689 0.86224275
  0.91459997 0.8226347  0.64924646 0.65151543 0.67114021 0.63663613
  0.946481   0.94878649 0.96808254 0.93423949]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.14124333 0.14669308 0.06122782 0.15216086 0.88755573 0.88322835
  0.95120105 0.87887566 0.53978344 0.53734028 0.57710644 0.53575403
  0.92986813 0.92732506 0.96938609 0.92493075]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.15962009 0.16661479 0.09665123 0.19665771 0.80240901 0.79361234
  0.88026641 0.75639608 0.58063757 0.57701794 0.61249935 0.56399576
  0.92081915 0.91737553 0.95170074 0.90387084]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.14422606 0.1572136  0.07816304 0.16800767 0.8400534  0.82561567
  0.91332314 0.81364147 0.59124344 0.58646447 0.62314309 0.58123927
  0.92878367 0.92310994 0.96094483 0.91823736]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.19434851 0.20694241 0.11830183 0.23474666 0.75434738 0.73833441
  0.85038552 0.70317792 0.54937082 0.54365529 0.58887848 0.53084494
  0.90330047 0.89746828 0.94089426 0.88408684]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.16739403 0.1779025  0.10144191 0.20851137 0.79012346 0.777006
  0.87277518 0.73863885 0.56728853 0.56202935 0.60132997 0.54841251
  0.91696232 0.91198447 0.9492941  0.89794023]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.15654631 0.17205741 0.09352333 0.17864453 0.77583205 0.75345756
  0.8658692  0.74401922 0.62146873 0.61442048 0.65340982 0.61153883
  0.92225808 0.91479005 0.95328728 0.91180965]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.11492622 0.11598988 0.06520593 0.14188244 0.84170512 0.84017456
  0.91032275 0.80449712 0.63753094 0.63734921 0.66274572 0.62450527
  0.94286845 0.94249179 0.96740456 0.92993036]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.09075039 0.10417708 0.05521045 0.10461098 0.87894722 0.86108434
  0.92639979 0.86050576 0.61925617 0.61321048 0.63874559 0.61134368
  0.95490738 0.94877549 0.97242866 0.94798881]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.08852747 0.09002185 0.06309138 0.10816708 0.9145349  0.91305762
  0.93898704 0.89553292 0.58839855 0.58768828 0.60183743 0.57964875
  0.9557438  0.9550268  0.96845807 0.94634659]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.10989011 0.11465359 0.06457847 0.13623544 0.86223705 0.85631855
  0.91895892 0.82927264 0.64133976 0.63958477 0.66285543 0.62981058
  0.94582732 0.94380512 0.96772206 0.93356506]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.18358242 0.21028785 0.10345607 0.20995457 0.9189331  0.90714972
  0.95429626 0.90729634 0.42363266 0.41408592 0.45704843 0.41552794
  0.90993815 0.89827823 0.94842256 0.89898065]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.13495761 0.14264963 0.06912444 0.15772611 0.87216499 0.86492671
  0.93464208 0.85065034 0.53875769 0.53461319 0.57180938 0.52858759
  0.93365526 0.92979578 0.9654566  0.92346115]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.12057457 0.12792215 0.0686758  0.14669622 0.88979241 0.88306247
  0.93717346 0.86590072 0.53502176 0.53109151 0.56404325 0.52167428
  0.93986719 0.9362804  0.96566963 0.92723671]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.15461224 0.17024006 0.08917187 0.18093352 0.79669689 0.77621574
  0.8827986  0.76215936 0.59710596 0.59029671 0.63015199 0.58508712
  0.92325903 0.91619676 0.95544418 0.91094059]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.1633595  0.18166297 0.08105251 0.17907529 0.89678218 0.88515188
  0.94884025 0.88678729 0.48286389 0.47527222 0.51945433 0.47723662
  0.91978964 0.91125878 0.9595001  0.91281297]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.43586185 0.46424248 0.17439387 0.4959424  0.73337858 0.71601192
  0.8933324  0.69662186 0.38648124 0.3817074  0.46836239 0.37556014
  0.81062107 0.80251697 0.91498619 0.79286912]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.46279749 0.53494002 0.21132947 0.52983383 0.7224631  0.67918929
  0.87322615 0.68225254 0.41569896 0.40369246 0.47550732 0.40526153
  0.81380475 0.79496838 0.89870241 0.79649454]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.43870958 0.49586065 0.21514758 0.51254382 0.75509105 0.72308585
  0.8798372  0.71376947 0.37689757 0.3683488  0.43856083 0.36424231
  0.80976667 0.79442581 0.89447048 0.78865567]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.52582418 0.55553459 0.20761489 0.61436904 0.658212   0.63886006
  0.86498434 0.60061468 0.39053902 0.38718354 0.46730321 0.37780978
  0.7936403  0.78719453 0.89943403 0.77141749]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.70533438 0.78644217 0.26728974 0.79939946 0.61942085 0.57562568
  0.8558451  0.56863253 0.3398531  0.33239822 0.42083844 0.33115588
  0.74259933 0.72585949 0.87278913 0.72317952]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.36362951 0.40912764 0.16199834 0.40120738 0.67680957 0.63641857
  0.85603036 0.64345675 0.47930626 0.46824048 0.54388577 0.47154926
  0.84157897 0.82640916 0.92020179 0.83029702]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.46345055 0.52357056 0.20413874 0.51721926 0.76455311 0.73409355
  0.89633921 0.73732021 0.35812241 0.34849649 0.42900338 0.34980508
  0.80137717 0.78413075 0.89913912 0.78662778]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.32013815 0.34752944 0.12726514 0.34820859 0.65253929 0.62254816
  0.86180048 0.62181054 0.50697352 0.49977419 0.58298015 0.50105367
  0.85626795 0.84704864 0.93715803 0.84803559]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.42741287 0.48071185 0.1873196  0.48881448 0.71707811 0.68180035
  0.87603012 0.67643706 0.44910439 0.43885059 0.50880313 0.43927826
  0.8279447  0.81337393 0.90948002 0.81253633]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.336427   0.37566068 0.15541312 0.36666195 0.62651715 0.58286605
  0.82752281 0.59286109 0.49143866 0.48114331 0.5609392  0.48406468
  0.84453626 0.83057039 0.92261721 0.83410052]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.63618524 0.67882847 0.19900296 0.70687481 0.66457776 0.64210932
  0.89521665 0.62732401 0.39943819 0.39626329 0.48158696 0.39214692
  0.78024233 0.77295693 0.90465483 0.7669251 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.61097017 0.65335723 0.22026768 0.70054238 0.6666004  0.64345852
  0.87981665 0.61770778 0.36634357 0.36128881 0.44466042 0.35610411
  0.77646676 0.76719826 0.89372462 0.75685418]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.43996546 0.45777484 0.16777414 0.49470987 0.63622407 0.62147047
  0.86132359 0.59092845 0.42121793 0.4178095  0.51075262 0.41162877
  0.8073696  0.80191076 0.91661365 0.79139906]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.38287598 0.41649767 0.16581332 0.42959958 0.63661746 0.60474356
  0.84265469 0.59230924 0.45884043 0.45139685 0.5325454  0.44889514
  0.83009242 0.81937489 0.91791783 0.81547303]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.36055259 0.38496439 0.16366112 0.41590341 0.66987675 0.64745164
  0.85021556 0.61911786 0.45520911 0.449218   0.52576268 0.44197529
  0.8379153  0.82951211 0.91888851 0.81938804]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.45814129 0.4822588  0.23818174 0.60781022 0.80395093 0.793598
  0.89806192 0.73986148 0.35114549 0.34795805 0.41083765 0.33131356
  0.79810926 0.79188102 0.88435014 0.75976846]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.46493564 0.49050292 0.19604761 0.56284174 0.81322589 0.80298861
  0.92122395 0.77393339 0.34922358 0.34543433 0.42250541 0.33659156
  0.79860031 0.79145655 0.90376823 0.77405297]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.42183359 0.41402632 0.20524622 0.56267824 0.85632529 0.85884203
  0.93004539 0.80816112 0.34330365 0.3443291  0.40449264 0.32237169
  0.81287598 0.81494223 0.8988188  0.77294377]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.40095761 0.43266204 0.22583641 0.54192646 0.88201632 0.87253063
  0.9334223  0.84033943 0.34516913 0.33983511 0.3950313  0.32568247
  0.82011523 0.81029163 0.89129835 0.78264339]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.49050235 0.47969627 0.21051377 0.64231791 0.85118868 0.85443024
  0.9361999  0.80508286 0.32476847 0.32778017 0.38947638 0.30717041
  0.79531523 0.80104197 0.89685516 0.75782854]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.41312716 0.47479445 0.21999159 0.50090396 0.84451382 0.82124516
  0.91712395 0.81141522 0.35532517 0.34516939 0.41049503 0.34142171
  0.81282857 0.79419409 0.89167576 0.78841799]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.42339089 0.42523228 0.18011006 0.53530161 0.79595263 0.7949518
  0.91317701 0.74187645 0.37522893 0.37434264 0.44731982 0.36035695
  0.8169124  0.81633071 0.91254643 0.78942725]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.50434223 0.49837287 0.23385538 0.66608813 0.74987276 0.75278251
  0.88394928 0.66958678 0.34271883 0.34396981 0.41370667 0.32341096
  0.78199027 0.78448427 0.88577918 0.74118849]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.49720879 0.5166533  0.20074731 0.59769844 0.84887402 0.84291331
  0.93902383 0.81827181 0.311152   0.30930983 0.38405838 0.29893627
  0.78810016 0.78418054 0.90067672 0.76196482]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.44756986 0.43934663 0.19331815 0.57419233 0.80673045 0.81023055
  0.91651797 0.75198578 0.34891746 0.34934978 0.42159183 0.33252099
  0.80440848 0.80619849 0.9050539  0.77219977]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.31538462 0.33072678 0.18139636 0.43364304 0.91498545 0.91089101
  0.95111742 0.88316188 0.38161225 0.37905312 0.41485213 0.36618368
  0.85608603 0.85112861 0.9116661  0.82218007]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.35526531 0.39329655 0.18490074 0.44312912 0.8572351  0.84184187
  0.92565044 0.82180258 0.370387   0.36276872 0.42292119 0.35629258
  0.83852684 0.82593721 0.90940943 0.81355877]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.4835259  0.47361851 0.22496423 0.65335094 0.85944728 0.86232869
  0.93457933 0.81008375 0.30216963 0.30345524 0.3637786  0.28347708
  0.79349105 0.79627618 0.89083465 0.75234509]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.35897331 0.40021695 0.17179617 0.4181075  0.79413625 0.77043022
  0.90141119 0.76016641 0.39940602 0.38935379 0.46348738 0.38861282
  0.83662763 0.82211857 0.91540076 0.81923659]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.48798116 0.46278042 0.23624602 0.68018991 0.84205925 0.85011849
  0.92354714 0.77970667 0.31669354 0.3215905  0.37867288 0.29511136
  0.79040063 0.79943561 0.88523141 0.74350653]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.56682575 0.57261708 0.26035941 0.7467088  0.7923086  0.79014842
  0.90464857 0.72634773 0.30533596 0.305687   0.37147314 0.28737372
  0.76387504 0.76425789 0.87314083 0.72155248]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.39964207 0.44583628 0.19431581 0.4753604  0.78618483 0.76147995
  0.89601409 0.74568399 0.37679484 0.36666128 0.4428992  0.36473304
  0.819281   0.80334984 0.90455883 0.79812605]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.45877237 0.47528809 0.23613621 0.60762785 0.78888736 0.78124108
  0.89132528 0.72032889 0.346064   0.3422362  0.40623377 0.32639734
  0.79804239 0.79195554 0.88452583 0.75925462]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.47078179 0.46557563 0.20650428 0.60500244 0.80266179 0.80484618
  0.91347584 0.7464032  0.33576161 0.3369294  0.40790722 0.3180565
  0.79606907 0.79835495 0.89861895 0.76058664]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.47973312 0.51037432 0.23075258 0.60904589 0.75843068 0.74291506
  0.88377486 0.69321303 0.352014   0.34736451 0.41849843 0.33640291
  0.79292339 0.78449025 0.88765812 0.76143753]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.47132182 0.51465988 0.24251751 0.60511877 0.77901551 0.75869818
  0.886287   0.71628715 0.34525763 0.33882477 0.40531233 0.32732229
  0.79520754 0.78329828 0.88205802 0.7603902 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.3068383  0.32407049 0.13974538 0.35108868 0.83219922 0.82284085
  0.92357686 0.8080711  0.43676378 0.43160309 0.50025376 0.42611964
  0.85572873 0.84887642 0.93015743 0.8400044 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.36472527 0.37720448 0.15553861 0.4256033  0.78867988 0.78134814
  0.90983413 0.75329352 0.40589185 0.40211391 0.48034569 0.39457508
  0.83176609 0.82658429 0.92242646 0.8132324 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.4590832  0.45134179 0.21686369 0.61210835 0.82373385 0.82666536
  0.91682324 0.76492388 0.33954041 0.34044699 0.40400371 0.31981829
  0.8010179  0.8027515  0.89362749 0.76197349]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.39906436 0.39700357 0.18551251 0.51051895 0.79101637 0.79206775
  0.9028606  0.73261218 0.38138187 0.38129856 0.44728822 0.36314981
  0.82315667 0.82364602 0.90833176 0.79174098]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.48312402 0.49104686 0.20321951 0.60471003 0.78826217 0.78476188
  0.91094909 0.73494194 0.33772039 0.33661501 0.4136756  0.32319029
  0.79285557 0.79072427 0.90061899 0.76349471]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.37625432 0.39147605 0.15545704 0.44176453 0.7684103  0.75892814
  0.90431572 0.72796037 0.4134937  0.40958645 0.48654059 0.40047634
  0.83358964 0.82838309 0.92296043 0.81340345]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.4126405  0.47253062 0.22566386 0.51908378 0.81446113 0.78755481
  0.89857497 0.76662496 0.35573521 0.34497662 0.4108381  0.33955433
  0.8150989  0.79645082 0.89081238 0.78607052]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.46765777 0.48005157 0.22723251 0.6105048  0.80477835 0.79956861
  0.90519009 0.74510103 0.33686056 0.33516617 0.40145969 0.31874727
  0.79605997 0.79291628 0.88922615 0.75928297]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.44984301 0.45823075 0.1810387  0.54903237 0.78134115 0.7772875
  0.91204032 0.73315404 0.36215618 0.36052043 0.4406169  0.34851414
  0.80692653 0.80449829 0.91115974 0.78138822]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.46816954 0.48465154 0.23082474 0.61682466 0.81386865 0.80729537
  0.90826498 0.75474195 0.32911067 0.32621211 0.39123171 0.3103392
  0.79578524 0.79052241 0.88723427 0.75801223]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.45448352 0.50437831 0.23113533 0.56514644 0.82137812 0.80174054
  0.90916549 0.77785208 0.3362359  0.32847084 0.39707303 0.32147499
  0.79803171 0.78328884 0.88712415 0.76866437]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.39281005 0.40253423 0.17004242 0.48183748 0.79165526 0.78650613
  0.9098519  0.74444548 0.38897448 0.38578005 0.45923044 0.3746589
  0.82695447 0.82292902 0.91599528 0.80236526]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.48530926 0.49520036 0.21350676 0.61663915 0.78252035 0.77812516
  0.90431033 0.72371511 0.34132464 0.33892479 0.4129486  0.32582262
  0.79293093 0.78927762 0.89564102 0.76178438]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.47357614 0.48262353 0.23926411 0.6278797  0.80051537 0.79664588
  0.89928372 0.73544346 0.33314078 0.33251957 0.39595754 0.31364387
  0.79042198 0.78925372 0.88287152 0.75007706]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.23137834 0.25351758 0.12685102 0.27408386 0.8215216  0.80443338
  0.90215746 0.78856808 0.47216663 0.46394459 0.51978725 0.45750752
  0.8869708  0.87750098 0.93661967 0.86957223]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.33554474 0.42747724 0.18618076 0.37582732 0.83152241 0.7852979
  0.90656111 0.81124005 0.38208158 0.36380576 0.43728009 0.37276303
  0.84168069 0.81208747 0.90935296 0.82704271]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.36961695 0.45422189 0.17450995 0.38329796 0.81927539 0.77784331
  0.91467715 0.81253178 0.37989443 0.36313512 0.44910927 0.37714136
  0.82639278 0.79867786 0.91368245 0.82171139]]"
