image,label,orb_0,orb_1,orb_2,orb_3,orb_4,orb_5,orb_6,orb_7,orb_8,orb_9,orb_10,orb_11,orb_12,orb_13,orb_14,orb_15,orb_16,orb_17,orb_18,orb_19,orb_20,orb_21,orb_22,orb_23,orb_24,orb_25,orb_26,orb_27,orb_28,orb_29,orb_30,orb_31
SOB_B_TA-14-21978AB-40-002,0,110.366,120.588,133.786,173.236,131.47,141.422,149.672,133.34,116.408,129.796,130.636,121.78,126.922,141.688,129.218,121.698,154.398,134.578,110.762,135.254,133.984,127.618,117.574,183.168,128.04,127.428,150.624,138.206,116.262,126.914,127.62,144.058
SOB_B_TA-14-21978AB-40-003,0,104.436,129.662,123.63,185.95,127.056,143.438,140.33,142.324,116.43,114.104,134.12,114.576,124.71,147.462,126.382,129.244,161.514,129.538,100.614,139.46,134.784,130.056,96.442,195.964,130.978,125.38,157.632,132.88,103.752,125.254,138.286,135.536
SOB_B_TA-14-21978AB-40-004,0,104.346,129.464,133.568,178.81,132.922,125.98,147.496,145.708,113.672,118.088,137.384,128.09,119.534,132.636,132.264,125.628,151.964,143.0,109.77,140.902,136.13,129.268,100.802,188.762,128.618,134.968,155.734,136.906,112.908,135.36,140.516,135.156
SOB_B_TA-14-21978AB-40-005,0,96.922,124.26,133.762,181.7,139.446,142.314,155.262,137.346,115.17,128.514,136.148,118.728,134.084,146.358,128.538,120.482,154.97,127.74,114.03,136.024,131.25,141.196,108.24,191.128,123.084,129.366,153.172,139.362,122.704,125.376,133.846,142.418
SOB_B_TA-14-21978AB-40-006,0,101.926,127.226,130.034,177.25,137.822,138.774,155.01,136.688,105.026,118.506,130.774,127.528,121.514,138.952,135.038,132.59,157.106,132.08,112.402,142.366,143.212,120.546,100.098,187.496,123.442,124.796,157.99,146.578,116.546,130.498,137.422,145.774
SOB_B_TA-14-21978AB-40-007,0,101.39,119.74,139.942,169.172,135.738,128.18,155.04,138.316,112.974,129.5,140.512,129.042,123.236,139.972,132.802,121.746,155.964,139.806,117.124,146.96,138.956,126.298,108.076,185.742,122.372,119.322,159.142,142.718,116.482,136.05,133.69,151.822
SOB_B_TA-14-21978AB-40-008,0,109.018,120.866,130.18,170.844,130.184,130.26,149.47,137.456,116.65,127.124,142.47,112.318,131.948,137.278,128.412,130.64,156.668,138.652,112.716,142.478,140.452,123.386,117.232,174.576,129.56,135.974,154.44,131.05,112.156,130.264,130.798,144.162
SOB_B_TA-14-21978AB-40-009,0,103.64,126.304,126.946,185.056,133.602,136.09,144.114,125.852,113.216,122.012,131.946,120.178,137.39,137.788,124.018,120.518,152.62,125.42,100.922,134.592,130.098,126.416,114.716,178.64,138.31,138.68,151.982,131.502,117.646,129.908,131.118,134.678
SOB_B_TA-14-21978AB-40-010,0,106.616,129.68,131.276,159.484,133.658,128.65,146.748,130.398,118.378,119.218,131.896,120.594,131.58,136.88,127.444,127.778,150.458,125.336,120.466,131.2,133.38,118.802,117.082,167.628,137.464,138.242,141.23,140.27,113.166,130.916,132.718,136.54
SOB_B_TA-14-21978AB-40-011,0,116.54,137.716,136.69,159.412,136.394,140.862,136.298,138.002,128.382,134.758,137.15,129.2,136.53,147.726,129.574,135.026,144.762,139.336,134.202,121.534,136.988,134.144,131.044,166.864,127.108,141.428,132.26,133.382,114.138,133.37,130.146,136.05
SOB_B_TA-14-21978AB-40-012,0,108.474,134.33,133.332,178.02,139.752,141.072,142.238,138.328,116.452,116.95,129.454,120.87,123.822,145.344,129.792,123.852,156.954,133.346,115.72,135.65,139.824,121.872,109.564,186.596,122.872,122.938,152.26,135.022,113.442,124.958,137.882,137.7
SOB_B_TA-14-21978AB-40-013,0,115.018,131.566,138.602,165.994,141.56,130.658,135.08,138.544,118.032,138.162,140.754,117.282,126.604,139.556,128.75,123.928,143.328,144.35,118.478,134.538,136.948,131.85,124.13,166.432,139.264,141.802,142.59,131.95,122.224,135.782,139.734,134.888
SOB_B_TA-14-21978AB-40-014,0,102.26,131.02,126.36,174.76,137.048,145.048,153.9,138.41,111.754,121.444,130.576,119.106,127.656,147.942,126.872,128.9,161.872,134.032,115.074,147.394,137.418,130.09,108.65,188.658,132.326,126.408,151.784,145.864,108.764,124.372,136.258,148.29
SOB_B_TA-14-21978AB-40-015,0,99.04,123.764,130.27,178.196,130.968,141.722,156.792,127.73,112.868,113.606,141.458,128.466,124.228,136.838,135.572,120.554,158.144,131.212,103.132,144.496,142.206,138.606,99.95,189.522,129.904,133.48,146.644,141.428,112.184,128.886,135.426,149.694
SOB_B_TA-14-21978AB-40-016,0,106.132,126.636,135.556,177.268,142.118,133.656,150.032,140.308,116.174,126.96,126.738,129.452,136.432,139.042,139.168,130.622,157.27,125.38,120.29,136.086,141.98,125.564,104.702,188.582,133.348,129.718,160.456,148.828,119.686,135.212,142.28,138.514
SOB_B_TA-14-3411F-40-001,0,96.926,127.416,127.878,157.056,130.442,139.01,147.736,134.152,118.798,116.034,144.728,114.29,128.716,140.112,119.69,110.888,149.29,136.028,116.336,137.14,126.138,128.004,109.594,164.136,143.098,139.778,135.792,132.03,123.642,125.82,134.388,140.996
SOB_B_TA-14-3411F-40-002,0,115.556,128.058,141.5,159.068,140.094,139.114,149.938,139.132,126.61,132.09,149.9,119.6,129.528,144.22,125.93,132.632,155.66,146.628,134.544,126.148,141.444,127.716,126.262,168.736,134.938,144.464,135.762,137.152,128.526,136.19,132.854,140.312
SOB_B_TA-14-3411F-40-003,0,107.86,130.296,136.114,143.56,134.296,133.4,134.952,133.622,123.014,123.982,133.768,115.658,132.228,140.948,122.098,111.756,133.878,139.654,134.366,122.094,132.632,125.694,131.336,140.47,144.176,142.278,129.65,126.046,124.068,138.716,129.728,137.62
SOB_B_TA-14-3411F-40-004,0,107.512,120.298,131.094,160.216,136.372,139.74,151.486,129.58,121.318,122.914,138.814,114.832,125.962,133.988,124.642,122.126,153.014,135.42,125.286,133.73,139.082,132.498,113.78,175.206,126.906,136.866,138.206,134.448,122.93,124.12,137.452,148.42
SOB_B_TA-14-3411F-40-005,0,80.204,121.428,115.824,162.79,126.446,153.252,159.832,122.564,121.444,102.338,138.27,133.482,120.942,139.506,124.224,124.046,160.898,117.024,109.65,153.218,136.094,128.334,82.066,189.382,118.226,115.746,149.156,152.156,102.748,107.866,129.53,164.344
SOB_B_TA-14-3411F-40-006,0,100.556,115.068,122.872,171.702,136.818,139.588,159.506,132.68,119.138,112.786,141.114,118.268,120.13,130.934,132.046,118.218,156.474,129.968,105.212,144.04,142.862,129.104,100.068,183.376,126.634,134.476,151.684,142.194,113.232,128.35,136.648,158.456
SOB_B_TA-14-3411F-40-007,0,107.156,116.588,119.286,182.796,127.002,128.538,145.64,130.75,111.084,116.092,135.562,121.592,127.134,127.488,131.69,118.67,146.998,131.288,99.846,143.012,133.388,126.23,98.12,175.194,136.736,136.074,153.296,132.56,112.102,136.364,123.608,134.156
SOB_B_TA-14-3411F-40-008,0,101.626,126.008,123.706,175.658,126.162,142.334,155.466,135.554,114.724,109.996,143.688,125.74,123.32,134.762,129.926,128.454,155.142,137.236,105.436,154.576,143.13,125.39,100.94,189.432,127.198,133.398,155.646,142.05,107.778,125.256,131.636,146.352
SOB_B_TA-14-3411F-40-009,0,101.958,128.806,125.106,175.186,129.832,142.872,156.758,139.144,114.446,111.368,142.858,118.97,117.782,145.024,127.172,121.924,163.468,139.698,106.878,145.456,139.926,121.182,101.89,184.454,127.076,136.11,149.602,141.986,113.468,121.578,128.568,157.016
SOB_B_TA-14-3411F-40-010,0,110.164,122.182,129.248,161.246,138.02,128.832,131.484,135.938,117.424,124.808,128.448,110.372,135.658,133.554,124.342,125.914,143.97,131.15,100.846,126.442,129.416,125.572,117.522,155.674,135.448,136.534,139.174,124.948,118.17,130.756,129.6,128.17
SOB_B_TA-14-3411F-40-011,0,110.516,107.936,122.464,176.6,122.69,137.63,156.006,116.61,115.844,115.96,145.954,100.446,114.308,123.902,121.804,106.76,156.312,134.762,121.204,138.254,136.966,124.662,100.452,180.02,139.528,146.476,133.878,149.792,113.64,127.65,119.84,153.188
SOB_B_TA-14-3411F-40-012,0,86.93,124.93,124.648,181.35,129.592,145.874,160.844,138.576,114.396,104.638,142.278,124.43,120.752,144.634,126.612,124.154,159.096,131.038,112.32,152.548,139.782,128.182,89.732,194.664,129.032,130.224,150.204,149.234,110.28,117.236,138.436,160.994
SOB_B_TA-14-3411F-40-013,0,100.53,113.246,134.01,181.404,125.238,134.636,154.114,126.876,113.304,114.256,144.26,97.172,122.968,134.522,130.304,123.886,159.01,137.854,108.57,148.784,132.838,133.388,100.442,186.258,132.724,145.96,159.13,137.452,110.942,133.462,129.812,145.732
SOB_B_TA-14-3411F-40-014,0,105.216,124.768,142.782,181.794,136.038,129.564,158.956,137.54,120.186,134.22,143.312,132.25,131.838,136.988,138.314,126.384,157.164,138.54,129.438,137.4,146.012,131.466,119.846,190.302,137.036,145.22,159.828,145.318,114.522,145.174,133.402,148.426
SOB_B_TA-14-3411F-40-015,0,93.426,113.812,122.528,174.906,125.118,132.502,154.234,126.958,114.072,104.876,140.972,105.742,124.036,129.876,121.792,116.846,156.914,126.688,92.934,140.634,131.414,124.076,94.934,178.874,131.062,133.162,155.566,131.312,112.984,127.056,136.198,143.686
SOB_B_TA-14-3411F-40-016,0,104.972,119.952,119.684,159.0,127.15,140.656,149.046,132.16,129.69,116.462,142.296,108.024,130.908,139.952,124.176,124.542,149.434,132.442,111.072,132.808,136.476,127.788,109.364,167.026,130.682,139.97,130.12,128.65,111.774,130.36,126.546,150.176
SOB_M_DC-14-10926-40-001,1,114.584,117.946,123.558,167.146,115.038,126.056,130.59,118.864,113.15,111.072,140.372,95.912,138.026,120.846,112.536,119.094,139.656,132.25,98.678,126.128,118.18,133.24,115.842,140.66,146.786,161.094,132.6,103.526,113.134,130.666,129.38,118.234
SOB_M_DC-14-10926-40-002,1,111.69,120.9,123.484,161.162,125.606,129.816,126.008,133.908,117.672,121.354,136.992,111.3,131.316,136.556,115.782,116.444,143.008,134.414,111.326,121.904,120.766,120.684,115.148,156.656,142.658,139.142,137.772,115.83,122.904,133.292,129.846,128.25
SOB_M_DC-14-10926-40-003,1,116.964,121.654,131.306,151.99,131.054,125.654,120.326,130.902,118.43,127.442,136.976,106.998,127.406,143.78,120.846,120.666,136.316,136.912,117.456,119.77,116.448,123.412,129.008,136.72,139.604,145.466,122.624,116.362,121.382,135.378,124.058,121.094
SOB_M_DC-14-10926-40-004,1,118.106,119.72,135.134,178.754,127.006,120.858,140.284,135.066,120.028,124.724,136.052,100.372,145.014,137.932,119.928,127.398,148.606,140.376,102.438,135.304,119.978,135.424,126.084,146.752,145.294,150.624,150.238,113.31,120.782,137.58,134.408,120.226
SOB_M_DC-14-10926-40-005,1,111.406,127.962,132.68,169.368,130.53,128.474,130.326,134.454,119.906,128.438,135.092,104.75,139.606,131.274,119.274,113.978,140.59,140.15,108.314,125.73,117.764,130.534,124.622,146.768,151.27,152.372,131.156,117.9,124.052,135.236,133.544,123.854
SOB_M_DC-14-10926-40-006,1,113.052,123.944,128.422,162.084,125.95,128.23,130.43,126.06,120.6,114.1,146.268,105.17,128.006,135.938,116.948,120.108,146.272,146.454,104.34,128.016,120.774,130.86,117.35,147.456,141.454,152.33,134.462,105.924,117.454,125.196,131.57,116.156
SOB_M_DC-14-10926-40-007,1,103.758,124.404,122.978,163.846,128.0,135.652,135.24,125.908,115.892,106.268,139.588,111.992,130.692,131.122,116.082,114.054,145.29,127.754,99.862,124.978,123.994,129.45,100.044,152.406,140.09,139.334,135.54,119.228,114.24,126.854,128.678,130.444
SOB_M_DC-14-10926-40-008,1,105.196,131.37,122.95,172.83,130.538,136.72,148.654,137.502,117.626,112.256,149.002,108.706,126.95,140.632,121.62,127.888,160.136,131.828,116.544,130.632,129.674,119.96,110.708,180.576,134.364,138.734,138.812,135.102,111.168,122.87,138.404,139.05
SOB_M_DC-14-10926-40-009,1,112.6,120.222,143.92,167.104,131.09,128.034,137.298,130.644,119.646,130.26,139.492,122.628,135.978,141.046,127.062,120.042,147.96,139.564,116.656,134.314,135.4,128.824,125.75,167.114,132.468,134.942,145.558,129.016,118.85,133.296,132.092,131.362
SOB_M_DC-14-10926-40-010,1,103.758,123.734,127.782,162.306,130.372,133.242,139.952,137.538,122.414,114.542,140.326,97.51,128.462,136.472,115.294,118.568,150.444,132.96,102.904,131.572,118.382,124.522,108.956,157.114,138.464,140.112,141.888,119.0,123.106,123.778,135.428,129.722
SOB_M_DC-14-10926-40-011,1,114.264,122.604,129.098,178.852,123.326,126.99,127.002,132.726,114.484,121.532,136.194,106.09,142.01,140.574,120.77,118.754,150.586,146.182,102.344,130.938,117.836,119.938,118.892,161.676,151.136,150.336,144.536,118.69,111.514,136.494,125.078,113.28
SOB_M_DC-14-11031-40-001,1,111.64,123.552,124.914,154.67,125.7,127.818,140.1,130.794,114.032,123.878,142.886,108.676,131.038,129.844,130.18,115.666,146.76,132.936,114.492,127.86,133.824,124.146,120.076,160.7,140.186,143.352,138.508,132.604,111.94,131.778,130.944,134.694
SOB_M_DC-14-11031-40-002,1,106.652,127.006,125.418,154.244,125.744,139.624,135.482,134.658,125.116,113.416,142.654,126.398,132.882,133.166,125.876,126.474,147.558,140.142,130.304,135.996,134.76,130.716,114.608,161.87,140.474,145.646,133.948,128.028,112.712,123.73,128.568,139.316
SOB_M_DC-14-11031-40-003,1,103.84,126.482,124.896,161.164,127.99,133.676,142.36,140.666,114.062,111.346,145.882,113.972,125.42,143.974,122.136,121.55,148.734,144.24,120.778,135.492,131.034,124.114,110.39,172.816,135.1,142.044,133.16,130.058,116.346,127.954,128.416,141.69
SOB_M_DC-14-11031-40-004,1,114.072,123.796,127.926,146.286,132.084,132.462,129.3,133.716,125.294,123.018,135.214,101.286,139.986,128.86,115.322,119.24,134.364,133.924,117.446,119.438,108.54,132.726,133.262,116.426,147.102,159.554,110.034,106.82,126.68,128.796,122.932,124.826
SOB_M_DC-14-11031-40-005,1,113.454,117.2,125.698,164.17,128.132,132.306,135.77,124.206,114.76,120.566,139.184,104.47,132.058,132.054,124.56,124.354,154.38,129.11,115.352,127.226,120.704,127.584,123.192,164.034,130.564,143.574,141.306,126.014,113.232,121.818,128.422,135.83
SOB_M_DC-14-11031-40-006,1,95.284,115.986,122.644,160.854,117.588,138.596,141.366,124.282,124.14,117.08,144.224,120.922,128.642,139.688,129.84,122.606,146.228,135.898,106.626,139.276,130.236,131.09,107.492,164.158,138.01,140.694,135.912,125.174,108.888,127.806,119.172,139.728
SOB_M_DC-14-11031-40-007,1,114.468,123.862,126.236,145.516,122.57,127.18,117.408,127.0,129.416,112.136,136.506,97.496,134.27,132.69,102.326,118.512,132.894,131.788,122.81,107.236,110.73,122.164,121.7,115.652,149.35,160.19,106.948,105.322,122.018,126.156,123.318,118.928
SOB_M_DC-14-11031-40-008,1,114.824,126.624,124.838,160.862,133.44,141.604,136.766,136.688,123.544,125.436,142.474,116.184,136.12,140.612,117.806,117.28,145.354,136.302,124.68,129.288,127.066,130.326,118.424,160.508,141.704,143.946,139.074,130.932,121.296,124.604,133.228,138.884
SOB_M_DC-14-11031-40-009,1,112.986,133.776,123.384,158.312,130.548,134.294,131.448,137.638,128.79,117.106,151.002,104.32,143.696,145.2,110.944,112.86,143.904,142.196,127.434,125.044,116.858,134.884,121.82,138.4,160.23,164.288,120.126,124.982,118.868,124.632,132.83,127.252
SOB_M_DC-14-11031-40-010,1,107.868,134.692,140.184,170.786,139.62,132.566,160.548,136.634,124.168,122.006,152.856,101.54,142.934,148.902,119.82,110.554,160.818,142.826,124.192,132.608,131.53,136.89,133.404,170.876,132.588,140.728,142.466,138.774,124.138,122.054,141.112,144.016
SOB_M_DC-14-11031-40-011,1,106.744,128.83,143.028,164.68,139.62,138.592,161.142,147.914,122.598,128.32,144.476,127.284,124.952,145.032,134.382,126.694,151.02,148.772,129.138,138.838,145.544,129.166,114.858,186.466,124.898,137.51,150.664,144.844,127.444,139.188,134.492,146.436
SOB_M_DC-14-11031-40-012,1,92.6701030927835,124.97731958762888,124.9938144329897,179.24123711340206,137.32577319587628,130.96082474226804,164.15463917525773,147.9876288659794,110.6742268041237,115.8082474226804,130.36082474226805,125.79381443298968,116.95670103092785,146.68041237113405,139.44123711340205,118.15463917525771,157.3360824742268,129.30309278350515,105.54020618556702,154.2824742268041,143.50103092783505,118.76907216494844,87.10309278350516,199.69072164948452,119.83298969072165,111.35463917525772,166.70309278350516,152.3278350515464,107.8680412371134,124.96494845360824,132.78762886597937,151.15670103092785
SOB_M_DC-14-11031-40-013,1,96.178,120.698,118.876,174.676,127.242,139.826,150.154,137.434,112.054,97.134,138.35,114.616,116.676,135.552,124.228,117.596,152.34,120.514,95.532,140.236,130.314,121.096,95.348,183.91,117.644,120.086,150.368,127.61,114.254,125.128,127.462,148.502
SOB_M_DC-14-11031-40-014,1,101.658,125.25,128.31,155.888,133.772,142.502,141.788,136.956,123.83,125.406,140.478,120.088,133.128,144.446,124.146,120.856,145.916,130.848,127.712,129.718,130.852,122.36,115.972,156.79,138.488,141.7,136.3,133.512,120.508,132.164,124.814,139.322
SOB_M_DC-14-11520-40-001,1,105.98,130.91,123.748,121.01,129.93,136.578,128.918,128.276,132.444,117.744,133.138,105.092,135.026,130.172,113.97,118.252,132.174,120.16,120.812,110.064,120.968,129.9,126.798,111.334,133.498,143.816,103.44,110.278,127.556,124.03,125.448,128.814
SOB_M_DC-14-11520-40-002,1,109.198,124.962,126.41,142.228,122.958,131.42,120.732,129.01,125.284,116.98,142.682,98.096,141.746,140.746,105.228,116.886,142.832,127.056,117.136,105.594,115.294,127.142,126.148,116.48,150.124,155.886,108.82,100.314,123.126,119.368,126.362,119.394
SOB_M_DC-14-11520-40-003,1,116.682,129.1,124.836,133.316,121.214,128.756,117.254,128.196,126.04,118.094,141.212,100.714,138.21,128.024,105.166,114.434,135.896,136.76,121.712,114.062,118.664,129.05,129.262,107.16,153.728,159.316,107.546,108.95,129.904,124.092,126.888,115.772
SOB_M_DC-14-11520-40-004,1,111.232,128.422,125.736,114.45,129.174,130.776,127.16,138.194,132.36,122.838,137.81,108.31,126.692,133.55,110.952,114.138,125.524,138.108,127.898,121.634,125.21,133.888,131.822,107.246,135.078,141.87,107.016,111.64,129.658,129.61,123.394,128.914
SOB_M_DC-14-11520-40-005,1,109.99,129.832,128.176,141.974,124.076,137.892,121.446,131.048,130.326,122.126,135.624,105.26,130.142,134.678,110.244,115.782,130.712,132.716,116.362,116.988,115.43,127.424,127.4,117.664,143.888,146.8,112.002,111.184,125.722,118.91,122.482,123.074
SOB_M_DC-14-11520-40-006,1,111.814,125.042,129.362,153.958,129.126,129.294,124.468,128.382,132.782,129.39,134.228,103.266,139.06,132.026,111.59,117.104,134.948,135.538,120.09,117.572,110.408,134.686,126.504,124.232,149.104,147.872,120.006,106.932,116.626,124.25,124.936,117.132
SOB_M_DC-14-11520-40-007,1,116.736,133.61,132.106,143.286,127.13,123.388,114.092,128.976,116.584,132.268,137.968,104.062,132.724,129.426,114.038,118.538,132.97,143.294,108.27,117.668,110.97,126.568,137.662,117.236,140.234,147.102,118.524,110.844,126.166,129.488,122.584,117.192
SOB_M_DC-14-11520-40-008,1,114.416,134.83,127.112,159.41,121.028,138.45,121.448,134.742,117.044,128.63,131.102,107.66,133.952,125.86,123.198,122.872,140.658,130.596,107.752,120.224,121.378,125.048,123.252,145.876,141.732,145.662,124.592,112.404,116.334,127.09,129.232,114.258
SOB_M_DC-14-11520-40-009,1,109.312,129.24,128.598,166.688,126.3,121.432,127.028,129.464,118.462,121.086,129.128,101.906,136.078,129.234,117.328,118.054,141.724,128.948,103.46,108.1,115.33,132.898,120.252,140.386,142.384,147.202,116.896,110.914,123.592,124.206,131.894,114.734
SOB_M_DC-14-11520-40-010,1,117.76,125.886,122.468,164.572,124.968,123.346,118.152,131.45,115.684,129.23,138.514,111.138,133.222,128.014,119.174,121.03,142.786,138.932,105.914,121.5,114.454,125.674,124.744,135.774,142.132,146.992,128.784,111.314,116.408,126.82,126.298,113.46
SOB_M_DC-14-11520-40-011,1,108.886,127.384,121.8,153.638,128.336,127.988,127.75,133.85,121.966,121.744,134.578,109.208,135.76,129.552,120.662,121.684,141.262,128.956,111.422,122.986,124.514,121.73,124.308,137.84,144.224,137.936,124.678,114.306,116.254,127.878,128.854,118.914
SOB_M_DC-14-11520-40-012,1,104.484,117.752,129.81,150.526,124.318,131.408,133.0,130.942,117.488,123.316,131.288,117.29,119.67,130.482,124.0,118.444,140.536,130.828,115.908,130.318,127.54,124.864,111.94,152.198,127.454,128.534,128.4,122.056,120.088,128.002,125.862,134.668
SOB_M_DC-14-11520-40-013,1,104.428,120.768,122.036,166.634,130.94,135.488,140.66,128.416,118.058,118.84,135.61,117.456,130.412,143.924,120.42,119.326,155.666,128.132,114.774,135.646,130.616,125.198,107.742,173.68,132.012,125.44,144.342,131.156,111.456,118.434,124.418,143.67
SOB_M_DC-14-11520-40-014,1,107.872,121.15,123.9,148.372,129.406,135.356,130.024,129.048,126.418,122.862,140.14,102.342,132.208,128.774,116.484,111.438,135.014,130.052,105.574,107.898,125.118,134.9,118.022,133.404,133.998,139.358,115.24,108.24,127.996,128.15,126.684,125.188
SOB_M_DC-14-11520-40-015,1,108.754,120.766,127.6,151.204,128.77,132.198,124.436,126.132,118.922,132.226,137.484,101.82,131.348,130.398,118.492,117.454,139.71,132.68,111.188,111.232,112.928,127.172,126.28,132.38,142.418,151.796,118.084,106.506,129.91,128.512,128.168,121.992
SOB_M_DC-14-11520-40-016,1,111.326,128.436,124.858,163.888,127.686,136.968,121.606,129.64,125.088,116.668,145.674,103.586,142.924,141.528,106.0,125.684,142.702,134.89,105.788,119.474,106.894,129.758,118.682,136.684,144.966,153.174,123.432,100.472,121.504,126.12,131.75,115.314
SOB_M_DC-14-11520-40-017,1,112.558,125.328,119.768,167.598,130.616,135.752,123.138,129.788,121.868,110.934,145.784,104.286,136.838,136.856,116.698,114.9,146.242,134.932,106.026,114.284,115.212,128.602,121.136,136.43,150.218,147.342,120.672,106.474,120.218,124.696,131.266,116.37
SOB_M_DC-14-11520-40-018,1,123.232,128.864,126.952,151.282,122.654,127.196,123.636,132.38,126.484,117.638,143.996,101.838,141.594,132.766,104.766,117.962,145.748,132.394,123.288,111.22,116.564,126.698,134.084,126.982,147.95,158.004,124.14,107.28,120.184,121.644,131.516,113.868
SOB_M_DC-14-11520-40-019,1,117.84,131.932,119.672,141.198,127.458,133.942,121.756,130.52,132.334,116.122,142.556,102.848,133.314,137.274,113.518,111.106,140.882,134.94,113.552,110.26,114.222,124.12,128.818,119.076,146.75,147.352,110.014,108.508,121.962,124.028,126.56,118.9
SOB_M_DC-14-11520-40-020,1,103.922,127.896,124.948,130.756,127.884,136.874,125.796,137.264,125.092,116.5,144.434,107.452,136.892,135.0,111.484,119.582,139.664,132.884,116.87,111.494,127.51,125.834,124.318,120.908,138.308,151.56,113.066,112.24,122.448,131.114,128.014,133.652
SOB_M_DC-14-11520-40-021,1,111.78,129.934,126.074,122.2,129.276,130.314,123.336,130.672,131.198,126.662,133.896,107.152,128.592,130.924,113.442,117.788,129.638,134.16,127.6,122.656,124.7,129.246,134.46,114.892,134.158,144.066,104.874,115.624,128.968,131.19,128.582,127.738
SOB_M_DC-14-11520-40-022,1,114.68,133.53,124.934,114.214,126.314,123.072,120.796,132.814,128.246,124.856,137.518,114.79,128.994,128.348,113.778,116.312,118.748,135.674,131.76,120.874,125.226,123.698,139.762,99.67,135.408,141.564,108.236,114.348,124.036,130.294,122.624,133.242
SOB_M_DC-14-11520-40-023,1,111.628,129.306,129.81,121.122,133.596,136.718,123.288,122.374,132.274,118.012,134.504,103.274,133.682,131.364,108.96,113.084,135.202,126.792,130.84,113.886,122.018,128.806,129.86,107.074,143.388,152.738,104.742,109.68,134.282,122.756,127.872,122.774
SOB_M_DC-14-11520-40-024,1,116.458,129.028,127.994,117.744,131.344,133.07,130.886,129.258,130.408,123.792,139.482,106.06,125.356,131.038,109.644,108.862,130.692,136.672,123.306,115.592,122.472,127.074,129.734,108.35,132.994,142.416,102.792,111.392,131.074,127.332,126.516,130.968
SOB_M_DC-14-11520-40-025,1,117.448,126.47,124.43,124.5,125.776,132.222,127.794,127.666,126.452,123.682,136.07,110.878,132.642,122.524,105.78,113.346,129.18,131.878,125.202,115.278,123.378,131.164,130.252,110.422,142.952,142.458,109.61,115.148,130.696,123.236,127.764,127.906
SOB_M_DC-14-11951-40-001,1,107.126,125.83,127.868,162.436,137.358,132.708,126.81,129.498,115.27,136.928,134.372,95.962,137.638,132.726,115.526,112.478,141.792,130.574,108.726,113.784,114.64,124.786,125.146,138.058,145.672,147.616,121.38,109.512,126.698,120.274,131.294,126.052
SOB_M_DC-14-11951-40-002,1,119.584,127.626,133.288,159.958,128.46,127.912,121.154,132.298,122.53,121.302,132.606,99.202,142.976,131.494,107.27,119.196,138.506,132.012,116.394,116.464,112.078,115.57,134.07,133.26,148.748,148.744,125.72,103.626,122.312,123.65,128.706,116.032
SOB_M_DC-14-11951-40-003,1,116.278,134.954,126.298,140.518,131.746,124.16,111.652,130.524,125.348,136.626,126.842,106.336,139.074,128.878,116.56,109.498,130.25,125.646,121.678,108.836,118.782,129.014,136.89,111.58,147.634,143.486,115.45,115.432,124.062,122.386,127.758,113.594
SOB_M_DC-14-11951-40-004,1,121.002,126.996,131.924,169.82,130.408,120.68,109.918,128.95,113.854,121.058,135.496,102.806,130.724,129.736,117.932,125.454,135.342,135.742,103.854,110.258,112.464,123.14,133.242,141.054,139.036,148.222,126.368,105.97,116.576,134.37,122.604,108.688
SOB_M_DC-14-11951-40-005,1,117.02,127.856,133.084,168.234,134.892,129.534,129.578,133.248,118.58,137.636,137.056,109.006,142.942,133.384,125.186,115.9,151.964,131.49,106.322,121.37,128.816,124.16,128.498,154.348,143.234,136.656,140.614,126.772,124.784,132.734,132.282,128.22
SOB_M_DC-14-11951-40-006,1,114.306,127.072,130.372,163.328,130.15,131.894,141.774,140.844,128.324,130.432,132.068,106.104,142.656,140.102,119.196,116.348,143.894,132.03,113.866,127.236,135.266,133.628,119.954,156.736,142.986,144.804,141.214,122.278,125.168,135.652,132.72,126.466
SOB_M_DC-14-11951-40-007,1,108.214,129.058,136.534,163.262,135.922,129.446,123.574,139.444,120.346,129.81,129.446,103.754,135.112,137.128,123.042,116.396,144.834,134.368,105.388,118.74,118.61,120.592,129.118,149.878,139.204,140.062,134.986,122.744,130.93,128.346,127.74,126.49
SOB_M_DC-14-11951-40-008,1,122.544,122.346,133.944,143.426,131.378,120.978,113.216,129.234,120.198,134.25,134.508,116.868,134.224,133.442,115.454,115.466,129.41,139.03,122.268,121.062,115.386,127.654,134.65,126.076,147.88,145.536,125.67,113.68,121.608,135.966,128.752,118.76
SOB_M_DC-14-11951-40-009,1,110.018,131.836,127.588,148.178,127.516,131.984,126.944,133.894,120.484,128.514,131.186,109.292,131.6,137.46,118.408,118.53,134.546,132.2,118.286,115.092,117.01,127.886,132.684,133.008,138.172,135.274,120.882,114.866,120.816,119.794,121.512,119.95
SOB_M_DC-14-11951-40-010,1,121.762,124.096,126.122,148.014,119.546,124.222,123.708,125.004,127.026,132.136,138.69,103.09,131.438,130.228,114.974,121.066,141.21,136.614,112.806,129.228,121.104,126.984,129.25,135.384,143.35,148.496,129.036,109.208,115.072,128.628,127.528,123.436
SOB_M_DC-14-11951-40-011,1,115.172,130.646,129.262,138.676,125.734,137.462,128.874,130.794,132.222,117.624,143.276,106.134,134.848,131.532,103.918,114.022,134.77,144.456,123.862,119.012,117.594,132.124,127.848,119.284,140.934,153.73,118.674,110.154,126.322,131.564,125.166,129.698
