image,label,fos_0,fos_1,fos_2,fos_3
SOB_B_F-14-25197-40-022,0,155.31807330827067,2788.903791503341,0.0,-2.0
SOB_B_F-14-25197-40-023,0,157.7065977443609,2879.00136504944,0.0,-2.0
SOB_B_F-14-25197-40-024,0,155.1075313283208,2827.473561170443,0.0,-2.0
SOB_B_F-14-25197-40-025,0,152.80677005012532,2784.980779751643,0.0,-2.0
SOB_B_F-14-25197-40-026,0,144.9456954887218,2933.990999559666,0.0,-2.0
SOB_B_F-14-25197-40-027,0,167.22423558897242,2162.7176988325814,0.0,-2.0
SOB_B_F-14-25197-40-028,0,148.83910714285713,2609.319882878317,0.0,-2.0
SOB_B_F-14-25197-40-029,0,169.15081140350878,2252.6509715681727,0.0,-2.0
SOB_B_F-14-25197-40-030,0,170.00847744360902,2133.156823415986,0.0,-2.0
SOB_B_F-14-25197-40-031,0,166.17214285714286,2526.527692041419,0.0,-2.0
SOB_B_F-14-25197-40-032,0,166.86668233082708,1655.6809798893898,0.0,-2.0
SOB_B_F-14-25197-40-033,0,166.01586152882206,1591.43168149461,0.0,-2.0
SOB_B_F-14-25197-40-034,0,166.11815162907268,2806.7418237455227,0.0,-2.0
SOB_B_F-14-25197-40-035,0,174.25309523809523,2415.7042404548233,0.0,-2.0
SOB_B_F-14-25197-40-036,0,165.59449561403508,1763.4782705244468,0.0,-2.0
SOB_B_F-14-25197-40-037,0,155.67161967418545,2391.8555580339685,0.0,-2.0
SOB_B_F-14-25197-40-038,0,166.27432957393484,2399.29841312107,0.0,-2.0
SOB_B_F-14-25197-40-039,0,154.6363471177945,2384.9722388108326,0.0,-2.0
SOB_B_F-14-25197-40-040,0,159.56968671679198,2687.9757837335073,0.0,-1.9910313901345291
SOB_B_F-14-25197-40-041,0,144.4255670426065,3590.072268130639,0.0,-2.0
SOB_B_F-14-25197-40-042,0,148.51619674185463,2838.543268088136,0.0,-2.0
SOB_B_F-14-25197-40-043,0,145.91640350877194,2536.837317491463,0.0,-2.0
SOB_B_F-14-29960AB-40-001,0,203.78108709273184,1420.5128314932026,0.0,-2.0
SOB_B_F-14-29960AB-40-002,0,207.25666979949875,1268.057681009385,0.0,-2.0
SOB_B_F-14-29960AB-40-003,0,187.10893170426064,1590.9408495502496,0.0,-2.0
SOB_B_F-14-29960AB-40-004,0,195.2096240601504,1406.9940583208743,0.0,-2.0
SOB_B_F-14-29960AB-40-005,0,194.00241228070175,1578.4455785256775,0.0,-2.0
SOB_B_F-14-29960AB-40-006,0,195.35884085213033,1601.8757349052178,0.0,-1.9910313901345291
SOB_B_F-14-29960AB-40-007,0,197.83430137844613,1355.771199624033,0.0,-2.0
SOB_B_F-14-29960AB-40-008,0,199.18418233082707,1234.584623534958,0.0,-2.0
SOB_B_F-14-29960AB-40-009,0,200.98348370927317,1299.007031838672,0.0,-2.0
SOB_B_F-14-29960AB-40-010,0,211.0287813283208,917.4817590325181,0.0,-2.0
SOB_B_F-14-29960AB-40-011,0,206.22886904761904,1002.4440731983428,0.0,-2.0
SOB_B_F-14-29960AB-40-012,0,210.73182957393485,952.3764304776395,0.0,-2.0
SOB_B_F-14-29960AB-40-013,0,202.3802537593985,1010.661047862528,0.0,-2.0
SOB_B_F-14-29960AB-40-014,0,207.6225281954887,909.164713126932,0.0,-2.0
SOB_B_F-14-29960AB-40-015,0,199.42473684210526,962.8553512418954,0.0,-2.0
SOB_B_F-14-29960AB-40-016,0,213.0453352130326,746.1405677381098,0.0,-2.0
SOB_B_F-14-29960AB-40-017,0,204.34965225563909,896.5822353971279,0.0,-2.0
SOB_B_F-14-29960AB-40-018,0,214.91464912280702,652.078666267272,0.0,-2.0
SOB_B_F-14-9133-40-001,0,193.19321428571428,603.529411339125,0.0,-2.0
SOB_B_F-14-9133-40-002,0,196.81208646616543,589.4568425951398,0.0,-2.0
SOB_B_F-14-9133-40-003,0,182.3932738095238,498.8644846187096,0.0,-2.0
SOB_B_F-14-9133-40-004,0,188.48590852130326,644.2418123106158,0.0,-2.0
SOB_B_F-14-9133-40-005,0,205.29736528822056,564.523520286719,0.0,-2.0
SOB_B_F-14-9133-40-006,0,207.28768483709274,565.1643377769811,0.0,-2.0
SOB_B_F-14-9133-40-007,0,196.52593984962405,592.0795574093269,0.0,-2.0
SOB_B_F-14-9133-40-008,0,196.34661967418546,658.3885431341414,0.0,-2.0
SOB_B_F-14-9133-40-009,0,198.12760651629074,690.3942184246996,0.0,-2.0
SOB_B_F-14-9133-40-010,0,191.41329573934837,660.7858073139854,0.0,-2.0
SOB_B_F-14-9133-40-011,0,204.0893045112782,738.8347952153767,0.0,-2.0
SOB_B_F-14-9133-40-012,0,203.30559837092733,665.6925167034639,0.0,-2.0
SOB_B_F-14-9133-40-013,0,199.68084586466165,710.4777035930426,0.0,-2.0
SOB_B_F-14-9133-40-014,0,195.07929824561404,708.1225326470545,0.0,-2.0
SOB_B_F-14-9133-40-015,0,211.04326441102756,625.57585239957,0.0,-2.0
SOB_B_F-14-9133-40-016,0,209.0384649122807,673.2703144557291,0.0,-2.0
SOB_B_F-14-9133-40-017,0,195.6746209273183,678.093825498085,0.0,-2.0
SOB_B_F-14-9133-40-018,0,192.16247807017544,659.7495730710796,0.0,-2.0
SOB_B_F-14-9133-40-019,0,193.30239974937342,786.1279252731831,0.0,-2.0
SOB_B_F-14-9133-40-020,0,202.12143483709272,547.9655176779391,0.0,-2.0
SOB_B_F-14-9133-40-021,0,197.03740914786968,639.1986176300543,0.0,-2.0
SOB_B_F-14-9133-40-022,0,208.880429197995,685.4206055132339,0.0,-2.0
SOB_B_F-14-9133-40-023,0,179.75601503759398,676.6795874122953,0.0,-2.0
SOB_B_F-14-9133-40-024,0,173.35349624060152,629.3828202202709,0.0,-2.0
SOB_B_F-14-9133-40-025,0,204.86243107769423,787.2053284978307,0.0,-2.0
SOB_B_F-14-9133-40-026,0,206.27038847117794,716.4000768707481,0.0,-2.0
SOB_B_PT-14-21998AB-40-001,0,182.78347744360903,436.0337143618584,0.0,-2.0
SOB_B_PT-14-21998AB-40-002,0,179.92927944862154,442.8627411648627,0.0,-2.0
SOB_B_PT-14-21998AB-40-003,0,180.58898496240602,556.166727197026,0.0,-2.0
SOB_B_PT-14-21998AB-40-004,0,181.03766290726816,357.5017272206977,0.0,-2.0
SOB_B_PT-14-21998AB-40-005,0,183.69347117794487,455.6129194031446,0.0,-2.0
SOB_B_PT-14-21998AB-40-006,0,184.43925438596492,434.36209168730676,0.0,-2.0
SOB_B_PT-14-21998AB-40-007,0,193.00371240601504,363.0987772635682,0.0,-2.0
SOB_B_PT-14-21998AB-40-008,0,187.4895238095238,472.93052304546404,0.0,-2.0
SOB_B_PT-14-21998AB-40-009,0,181.6638596491228,489.69624914917904,0.0,-2.0
SOB_B_PT-14-21998AB-40-010,0,178.0511372180451,408.75718818121305,0.0,-2.0
SOB_B_PT-14-21998AB-40-011,0,170.5117105263158,330.0488815371763,0.0,-2.0
SOB_B_PT-14-21998AB-40-012,0,178.96764724310776,428.92122072686306,0.0,-2.0
SOB_B_PT-14-21998AB-40-013,0,187.5050313283208,463.8765496060362,0.0,-1.9836065573770492
SOB_B_PT-14-21998AB-40-014,0,178.54021303258145,320.25062397212287,0.0,-2.0
SOB_B_PT-14-21998AB-40-015,0,185.2457926065163,334.9921692646405,0.0,-2.0
SOB_B_PT-14-21998AB-40-016,0,186.44802631578946,321.7915260003951,0.0,-2.0
SOB_B_PT-14-21998AB-40-017,0,187.34942669172932,381.58366377252213,0.0,-1.985611510791367
SOB_B_PT-14-21998AB-40-018,0,168.37601817042608,339.55243158936304,0.0,-2.0
SOB_B_PT-14-21998AB-40-019,0,169.1124686716792,440.6042633460468,0.0,-2.0
SOB_B_PT-14-21998AB-40-020,0,176.9531923558897,454.9892445185471,0.0,-2.0
SOB_B_PT-14-21998AB-40-021,0,176.92118421052632,528.8328625996861,0.0,-2.0
SOB_B_PT-14-21998AB-40-022,0,181.11640037593986,472.08678869416633,0.0,-2.0
SOB_B_PT-14-21998AB-40-023,0,174.4544580200501,406.2243109749353,0.0,-2.0
SOB_B_PT-14-21998AB-40-024,0,187.46774122807017,484.72156677510736,0.0,-2.0
SOB_B_PT-14-21998AB-40-025,0,194.55234649122806,481.7833784087313,0.0,-2.0
SOB_B_PT-14-21998AB-40-026,0,184.26728070175437,507.2238516686356,0.0,-2.0
SOB_B_PT-14-21998AB-40-027,0,193.05067355889724,409.3112284924654,0.0,-2.0
SOB_B_PT-14-21998AB-40-028,0,187.3709210526316,272.80682539664116,0.0,-2.0
SOB_B_PT-14-21998AB-40-029,0,186.0172619047619,354.4878880290383,0.0,-2.0
SOB_B_PT-14-21998AB-40-030,0,188.51366228070177,214.86236523312678,0.0,-2.0
SOB_B_PT-14-21998AB-40-031,0,179.36409147869674,1197.969670179347,0.0,-2.0
SOB_B_PT-14-21998AB-40-032,0,181.13610275689223,1321.8907350053935,0.0,-2.0
SOB_B_PT-14-21998AB-40-033,0,165.85536027568924,986.1828475258693,0.0,-2.0
SOB_B_PT-14-21998AB-40-034,0,167.02087719298245,886.4096142287583,0.0,-2.0
SOB_B_PT-14-21998AB-40-035,0,174.69864348370928,1092.6495770643442,0.0,-2.0
SOB_B_PT-14-21998AB-40-036,0,178.71276629072682,838.330881351091,0.0,-2.0
SOB_B_PT-14-21998AB-40-037,0,166.57198934837092,958.5850877151065,0.0,-2.0
SOB_B_PT-14-21998AB-40-038,0,178.61507205513786,1210.012257174498,0.0,-2.0
SOB_B_PT-14-21998AB-40-039,0,174.00701441102757,1012.1252328348978,0.0,-2.0
SOB_B_PT-14-21998AB-40-040,0,180.333320802005,1075.3263159624028,0.0,-2.0
SOB_B_PT-14-21998AB-40-041,0,180.05775689223057,1100.1262826470545,0.0,-2.0
SOB_B_PT-14-21998AB-40-042,0,175.8369956140351,1141.0861814251055,0.0,-2.0
SOB_B_PT-14-21998AB-40-043,0,172.08658521303258,883.1170517735443,0.0,-2.0
SOB_B_PT-14-21998AB-40-044,0,180.04395050125314,1030.325614336583,0.0,-1.9894736842105263
SOB_B_PT-14-21998AB-40-045,0,175.86918233082707,1162.219573536275,0.0,-2.0
SOB_B_PT-14-21998AB-40-046,0,170.136484962406,981.7946238006908,0.0,-2.0
SOB_B_PT-14-21998AB-40-047,0,180.2343327067669,1068.9534973657417,0.0,-2.0
SOB_B_PT-14-21998AB-40-048,0,191.65724310776943,726.4117744788718,0.0,-2.0
SOB_B_PT-14-21998AB-40-049,0,188.00751253132833,699.7918477291767,0.0,-2.0
SOB_B_PT-14-21998AB-40-050,0,182.37321741854637,1010.8722735252921,0.0,-2.0
SOB_B_PT-14-21998AB-40-051,0,172.02899436090226,442.67311425883395,0.0,-2.0
SOB_B_PT-14-21998AB-40-052,0,179.22429197994987,846.1951614413367,0.0,-2.0
SOB_B_PT-14-21998AB-40-053,0,185.12213345864663,748.3433720638926,0.0,-1.988235294117647
SOB_B_PT-14-21998AB-40-054,0,186.526171679198,1141.8342627206016,0.0,-2.0
SOB_B_PT-14-21998AB-40-055,0,191.08847744360904,390.86034058356256,0.0,-2.0
SOB_B_PT-14-21998AB-40-056,0,180.8084335839599,846.7098310632198,0.0,-2.0
SOB_B_PT-14-21998AB-40-057,0,176.90255325814536,761.3073060114247,0.0,-2.0
SOB_B_PT-14-21998AB-40-058,0,171.96711466165414,1148.9004451729252,0.0,-2.0
SOB_B_PT-14-22704-40-001,0,186.24185776942355,407.8415803229346,0.0,-2.0
SOB_B_PT-14-22704-40-002,0,186.32452067669172,407.5931705924682,0.0,-2.0
SOB_B_PT-14-22704-40-003,0,189.10698621553885,369.7874719680613,0.0,-2.0
SOB_B_PT-14-22704-40-004,0,186.94270989974936,383.704161645759,0.0,-2.0
SOB_B_PT-14-22704-40-005,0,186.3906140350877,387.16738004550734,0.0,-2.0
SOB_B_PT-14-22704-40-006,0,181.43239974937345,596.7272929648581,0.0,-2.0
SOB_B_PT-14-22704-40-007,0,183.0950595238095,643.5039736323622,0.0,-2.0
SOB_B_PT-14-22704-40-008,0,181.44089912280702,346.6308124915985,0.0,-2.0
SOB_B_PT-14-22704-40-009,0,180.4765350877193,371.31088999098984,0.0,-2.0
SOB_B_PT-14-22704-40-010,0,183.8398872180451,300.4614125802434,0.0,-2.0
SOB_B_PT-14-22704-40-011,0,188.6899686716792,285.39727303424513,0.0,-2.0
SOB_B_PT-14-22704-40-012,0,184.41263784461154,328.59504988727457,0.0,-2.0
SOB_B_PT-14-22704-40-013,0,183.40891604010025,416.2164155836008,0.0,-2.0
SOB_B_PT-14-22704-40-014,0,184.41449561403508,442.6787563610527,0.0,-2.0
SOB_B_PT-14-22704-40-015,0,184.71875626566415,454.24667000604677,0.0,-2.0
SOB_B_PT-14-22704-40-016,0,185.57854949874687,435.56397650766775,0.0,-2.0
SOB_B_PT-14-22704-40-017,0,187.18356516290726,490.2557804296915,0.0,-2.0
SOB_B_PT-14-22704-40-018,0,181.06210839598998,494.62757527946405,0.0,-1.9878787878787878
SOB_B_PT-14-22704-40-019,0,185.92226817042607,462.11241238988873,0.0,-1.9878787878787878
SOB_B_PT-14-22704-40-020,0,189.7840977443609,382.42390286644866,0.0,-2.0
SOB_B_PT-14-22704-40-021,0,183.73151002506265,260.9675474783177,0.0,-2.0
SOB_B_PT-14-22704-40-022,0,185.7707612781955,302.4910841152316,0.0,-2.0
SOB_B_PT-14-22704-40-023,0,182.57629385964913,341.45991782269914,0.0,-2.0
SOB_B_PT-14-22704-40-024,0,182.2879605263158,364.947470797294,0.0,-2.0
SOB_B_PT-14-22704-40-025,0,186.17897869674186,265.38867537367156,0.0,-2.0
SOB_B_PT-14-22704-40-026,0,184.70480263157896,281.4741071558026,0.0,-2.0
SOB_B_PT-14-22704-40-027,0,188.07383771929824,294.33493924006854,0.0,-2.0
SOB_B_PT-14-22704-40-028,0,182.56271303258146,219.06962002426263,0.0,-2.0
SOB_B_PT-14-22704-40-029,0,181.79509085213033,257.3175902236403,0.0,-2.0
SOB_B_PT-14-22704-40-030,0,183.48655701754387,256.08777377337856,0.0,-2.0
SOB_B_PT-14-22704-40-031,0,185.46701441102758,215.07060910072022,0.0,-2.0
SOB_B_PT-14-22704-40-032,0,190.97725563909773,323.3647706729132,0.0,-2.0
SOB_B_PT-14-22704-40-033,0,176.30114974937342,260.6567273124844,0.0,-2.0
SOB_B_PT-14-22704-40-034,0,179.7567230576441,338.97259043659045,0.0,-2.0
SOB_B_PT-14-22704-40-035,0,184.9430231829574,393.9943171695154,0.0,-2.0
SOB_B_PT-14-22704-40-036,0,186.65696428571428,380.03476148619586,0.0,-2.0
SOB_B_PT-14-22704-40-037,0,189.09471177944863,311.9811838555898,0.0,-2.0
SOB_B_PT-14-22704-40-038,0,184.881679197995,386.58608724918923,0.0,-2.0
SOB_B_PT-14-29315EF-40-001,0,169.77198621553885,931.6553503944427,0.0,-2.0
SOB_B_PT-14-29315EF-40-002,0,171.95242794486217,1153.1874080984353,0.0,-2.0
SOB_B_PT-14-29315EF-40-003,0,166.61871240601505,826.7012604867333,0.0,-2.0
SOB_B_PT-14-29315EF-40-004,0,181.2854573934837,1084.45795007603,0.0,-1.9919678714859437
SOB_B_PT-14-29315EF-40-005,0,155.09106829573935,1384.4799827415065,0.0,-2.0
SOB_B_PT-14-29315EF-40-006,0,168.20929197994988,1132.4577023613713,0.0,-2.0
SOB_B_PT-14-29315EF-40-007,0,175.44375626566415,1070.0432043013232,0.0,-1.9919678714859437
SOB_B_PT-14-29315EF-40-008,0,197.66688596491227,885.0240990621119,0.0,-2.0
SOB_B_PT-14-29315EF-40-009,0,178.52850877192984,1232.3769756690835,0.0,-2.0
SOB_B_PT-14-29315EF-40-010,0,183.67390037593984,760.3086838960558,0.0,-1.991111111111111
SOB_B_PT-14-29315EF-40-011,0,179.6618984962406,860.6524412071672,0.0,-2.0
SOB_B_PT-14-29315EF-40-012,0,188.1772775689223,651.3087393547822,0.0,-2.0
SOB_B_PT-14-29315EF-40-013,0,190.9110119047619,639.7529772203409,0.0,-1.9912663755458515
SOB_B_TA-14-13200-40-001,0,210.5153665413534,1749.0356903811576,0.0,-2.0
SOB_B_TA-14-13200-40-002,0,214.03086152882204,1376.0781029423845,0.0,-1.992094861660079
SOB_B_TA-14-13200-40-003,0,207.66565789473685,1125.647550555373,0.0,-1.992063492063492
SOB_B_TA-14-13200-40-004,0,184.00367481203008,2071.5871692145947,0.0,-2.0
SOB_B_TA-14-13200-40-005,0,200.84895050125314,1239.456859745328,0.0,-1.992094861660079
SOB_B_TA-14-13200-40-006,0,181.44856203007518,1654.53685151749,0.0,-1.9841897233201582
SOB_B_TA-14-13200-40-007,0,194.8957456140351,1126.5651952599708,0.0,-1.9606299212598426
SOB_B_TA-14-13200-40-008,0,184.03332706766918,1873.3870588735138,0.0,-2.0
SOB_B_TA-14-13200-40-009,0,164.92524122807018,2434.6314161969203,0.0,-1.9843137254901961
SOB_B_TA-14-13200-40-010,0,170.86677944862154,1927.5593598930648,0.0,-1.9921259842519685
SOB_B_TA-14-13200-40-011,0,191.54806390977444,1878.2160308440277,0.0,-1.992156862745098
SOB_B_TA-14-13200-40-012,0,181.39415100250628,2073.4068745063723,0.0,-1.9921875
SOB_B_TA-14-13200-40-013,0,162.61510964912281,2499.3108445013913,0.0,-2.0
SOB_B_TA-14-13200-40-014,0,199.7343076441103,1687.082991512213,0.0,-1.9683794466403162
SOB_B_TA-14-13200-40-015,0,195.83312656641604,1349.430001192979,0.0,-1.968503937007874
SOB_B_TA-14-15275-40-001,0,200.5805733082707,2136.9753066792114,0.0,-1.9843137254901961
SOB_B_TA-14-15275-40-002,0,189.7275626566416,2580.350158871828,0.0,-2.0
SOB_B_TA-14-15275-40-003,0,189.7090664160401,2657.4426298735502,0.0,-2.0
SOB_B_TA-14-15275-40-004,0,193.7198590225564,1946.5053317983063,0.0,-2.0
SOB_B_TA-14-15275-40-005,0,192.7228634085213,1862.9727926631258,0.0,-1.9921259842519685
SOB_B_TA-14-15275-40-006,0,197.73559523809524,2104.9233954508195,0.0,-2.0
SOB_B_TA-14-15275-40-007,0,208.30642857142857,1817.5740967003876,0.0,-1.9763779527559056
SOB_B_TA-14-15275-40-008,0,203.0728978696742,2022.8541078036824,0.0,-1.9921259842519685
SOB_B_TA-14-15275-40-009,0,193.46975250626568,2519.9124926518293,0.0,-1.9921259842519685
SOB_B_TA-14-15275-40-010,0,186.26421365914786,2760.1748161600035,0.0,-2.0
SOB_B_TA-14-15275-40-011,0,221.08320175438595,1346.6071411843755,0.0,-1.976284584980237
SOB_B_TA-14-15275-40-012,0,198.4842763157895,2028.6580713968112,0.0,-1.9921259842519685
SOB_B_TA-14-16184-40-001,0,205.74245927318296,606.587143711713,0.0,-2.0
SOB_B_TA-14-16184-40-002,0,203.79255325814538,745.7275306640273,0.0,-2.0
SOB_B_TA-14-16184-40-003,0,208.876093358396,542.0594402369217,0.0,-2.0
SOB_B_TA-14-16184-40-004,0,205.24733709273184,547.2304121166011,0.0,-2.0
SOB_B_TA-14-16184-40-005,0,211.19611842105263,488.22579282556916,0.0,-2.0
SOB_B_TA-14-16184-40-006,0,207.1629573934837,751.2758517138319,0.0,-2.0
SOB_B_TA-14-16184-40-007,0,198.81083333333333,923.5384639845125,0.0,-2.0
SOB_B_TA-14-16184-40-008,0,179.8633521303258,1132.9608245555917,0.0,-2.0
SOB_B_TA-14-16184-40-009,0,165.74780701754386,1037.6914477144974,0.0,-2.0
SOB_B_TA-14-16184-40-010,0,185.23223370927317,1338.9554531786173,0.0,-2.0
SOB_B_TA-14-16184-40-011,0,181.71982142857144,1285.2746876370081,0.0,-2.0
SOB_B_TA-14-16184-40-012,0,174.30682957393483,1082.6596204096284,0.0,-2.0
SOB_B_TA-14-16184-40-013,0,176.98635651629073,1136.2781312237612,0.0,-2.0
SOB_B_TA-14-16184-40-014,0,174.39856829573935,1255.5998156716098,0.0,-2.0
SOB_B_TA-14-16184-40-015,0,175.54091165413533,890.9554087874488,0.0,-2.0
SOB_B_TA-14-16184-40-016,0,174.04205200501252,918.9462621226862,0.0,-2.0
SOB_B_TA-14-16184-40-017,0,187.19848997493733,1102.6348081422484,0.0,-2.0
SOB_B_TA-14-16184-40-018,0,202.6383552631579,1034.8665999145342,0.0,-2.0
SOB_B_TA-14-16184-40-019,0,203.99829887218044,958.4902572998913,0.0,-1.9872611464968153
SOB_B_TA-14-16184-40-020,0,202.58523496240602,965.2643199885669,0.0,-2.0
SOB_B_TA-14-16184-40-021,0,165.369414160401,750.196065993579,0.0,-2.0
SOB_B_TA-14-16184-40-022,0,172.05380952380952,929.6776310975681,0.0,-2.0
SOB_B_TA-14-16184-40-023,0,160.79526315789474,1160.4582876180364,0.0,-2.0
SOB_B_TA-14-16184-40-024,0,189.12174185463658,1430.0740935337458,0.0,-2.0
SOB_B_TA-14-16184-40-025,0,198.6759147869674,1117.738511095511,0.0,-2.0
SOB_B_TA-14-16184-40-026,0,201.91395050125314,976.4092157892284,0.0,-2.0
SOB_B_TA-14-16184-40-027,0,197.57416979949875,942.7714285506606,0.0,-2.0
SOB_B_TA-14-16184-40-028,0,198.25691729323307,944.1319881207784,0.0,-1.9866666666666666
SOB_B_TA-14-16184-40-029,0,202.59470551378445,979.7241453677169,0.0,-2.0
SOB_B_TA-14-16184-40-030,0,192.37153195488722,1000.5987602503893,0.0,-2.0
SOB_B_TA-14-16184-40-031,0,192.84426691729323,953.1157528214684,0.0,-1.9870129870129871
SOB_B_TA-14-16184-40-032,0,190.5823120300752,967.3717365883625,0.0,-2.0
SOB_B_TA-14-16184-40-033,0,189.31869987468673,991.673151354567,0.0,-2.0
SOB_B_TA-14-16184-40-034,0,187.10532581453634,1071.2388393888814,0.0,-2.0
SOB_B_TA-14-16184-40-035,0,186.34583646616542,942.6128728671603,0.0,-2.0
SOB_B_TA-14-16184-40-036,0,192.90915100250626,1020.4955828870026,0.0,-2.0
SOB_B_TA-14-16184-40-037,0,178.06943922305766,1048.7586392899545,0.0,-2.0
SOB_B_TA-14-16184-40-038,0,175.47748746867168,1047.858182302298,0.0,-2.0
SOB_B_TA-14-16184-40-039,0,190.96666666666667,1109.5480719205946,0.0,-2.0
SOB_B_TA-14-16184CD-40-001,0,138.72374373433584,2601.7937599606626,0.0,-2.0
SOB_B_TA-14-16184CD-40-002,0,143.6381203007519,2364.198934971269,0.0,-2.0
SOB_B_TA-14-16184CD-40-003,0,138.0142606516291,2426.163414249055,0.0,-2.0
SOB_B_TA-14-16184CD-40-004,0,150.50372493734335,2486.401919194787,0.0,-1.9906542056074767
SOB_B_TA-14-16184CD-40-005,0,151.62178884711778,2040.5639808105695,0.0,-2.0
SOB_B_TA-14-16184CD-40-006,0,170.23328320802005,2232.0236769664066,0.0,-2.0
SOB_B_TA-14-16184CD-40-007,0,174.51504072681703,2376.3407767580325,0.0,-2.0
SOB_B_TA-14-16184CD-40-008,0,150.8479135338346,2506.303600412333,0.0,-2.0
SOB_B_TA-14-16184CD-40-009,0,145.50231829573934,2245.335580311864,0.0,-2.0
SOB_B_TA-14-16184CD-40-010,0,159.32328320802006,2695.5081580986184,0.0,-2.0
SOB_B_TA-14-16184CD-40-011,0,161.53747807017544,2726.711644685015,0.0,-2.0
SOB_B_TA-14-16184CD-40-012,0,164.1105889724311,2143.2890479927787,0.0,-2.0
SOB_B_TA-14-16184CD-40-013,0,140.80730263157895,1929.9340697802318,0.0,-2.0
SOB_B_TA-14-16184CD-40-014,0,141.19363095238094,2154.899036046148,0.0,-2.0
SOB_B_TA-14-16184CD-40-015,0,133.7287343358396,2185.1778262513953,0.0,-2.0
SOB_B_TA-14-16184CD-40-016,0,138.5179730576441,2054.5238612607627,0.0,-2.0
SOB_B_TA-14-16184CD-40-017,0,142.49140037593986,2467.49749775242,0.0,-2.0
SOB_B_TA-14-16184CD-40-018,0,158.68542919799498,2691.5894594627916,0.0,-2.0
SOB_B_TA-14-16184CD-40-019,0,164.79296679197995,2714.2750665544218,0.0,-2.0
SOB_B_TA-14-16184CD-40-020,0,156.50823308270677,2834.958021899774,0.0,-2.0
SOB_B_TA-14-16184CD-40-021,0,147.5887969924812,2355.034320676193,0.0,-2.0
SOB_B_TA-14-16184CD-40-022,0,169.03086152882204,2174.9547624830316,0.0,-2.0
SOB_B_TA-14-16184CD-40-023,0,156.91128759398495,2157.0418014773736,0.0,-2.0
SOB_B_TA-14-16184CD-40-024,0,163.87791353383457,2335.3280040231994,0.0,-2.0
SOB_B_TA-14-16184CD-40-025,0,166.8322462406015,2418.1412887555107,0.0,-2.0
SOB_B_TA-14-16184CD-40-026,0,154.0705827067669,2267.626004902254,0.0,-2.0
SOB_B_TA-14-16184CD-40-027,0,157.8044642857143,2089.653012679332,0.0,-2.0
SOB_B_TA-14-16184CD-40-028,0,170.80570488721804,2185.831678792218,0.0,-2.0
SOB_B_TA-14-16184CD-40-029,0,178.17232142857142,2435.3867820921087,0.0,-2.0
SOB_B_TA-14-16184CD-40-030,0,169.11691102756893,2330.226479162173,0.0,-2.0
SOB_B_TA-14-16184CD-40-031,0,173.4509962406015,2231.558233052477,0.0,-2.0
SOB_B_TA-14-16184CD-40-032,0,167.23772556390978,2521.3394196008408,0.0,-2.0
SOB_B_TA-14-16184CD-40-033,0,165.07115914786968,2500.657202193868,0.0,-2.0
SOB_B_TA-14-16184CD-40-034,0,172.31477443609023,2421.239492636492,0.0,-2.0
SOB_B_TA-14-16184CD-40-035,0,174.1341604010025,2318.163216254442,0.0,-2.0
SOB_B_TA-14-19854C-40-001,0,218.85825501253132,202.6571056425253,0.0,-2.0
SOB_B_TA-14-19854C-40-002,0,186.0993828320802,170.76497436298968,0.0,-1.9896373056994818
SOB_B_TA-14-19854C-40-003,0,201.17465538847117,148.30090723296746,0.0,-2.0
SOB_B_TA-14-19854C-40-004,0,190.5314411027569,159.86726764309543,0.0,-2.0
SOB_B_TA-14-19854C-40-005,0,187.17395989974938,189.6682424958552,0.0,-2.0
SOB_B_TA-14-19854C-40-006,0,189.3840507518797,172.24757200931876,0.0,-2.0
SOB_B_TA-14-19854C-40-007,0,188.96539473684211,158.3512635755359,0.0,-2.0
SOB_B_TA-14-19854C-40-008,0,191.54140037593984,139.22420562342924,0.0,-2.0
SOB_B_TA-14-19854C-40-009,0,188.1137656641604,214.5799782524923,0.0,-2.0
SOB_B_TA-14-19854C-40-010,0,187.97918233082706,189.55029204830774,0.0,-2.0
SOB_B_TA-14-19854C-40-011,0,186.98590852130326,214.30802686268282,0.0,-2.0
SOB_B_TA-14-19854C-40-012,0,193.58641917293232,223.01418243917067,0.0,-2.0
SOB_B_TA-14-19854C-40-013,0,194.04665726817043,188.30517023746708,0.0,-2.0
SOB_B_TA-14-19854C-40-014,0,188.57066102756892,211.83741475084844,0.0,-2.0
SOB_B_TA-14-19854C-40-015,0,195.8357926065163,142.04832413653773,0.0,-2.0
SOB_B_TA-14-19854C-40-016,0,194.16599310776942,223.54808514432904,0.0,-2.0
SOB_B_TA-14-21978AB-40-001,0,198.80268483709273,986.4443518632977,0.0,-2.0
SOB_B_TA-14-21978AB-40-002,0,198.09154135338346,1054.0494303136343,0.0,-2.0
SOB_B_TA-14-21978AB-40-003,0,205.82066102756892,783.2380093786707,0.0,-2.0
SOB_B_TA-14-21978AB-40-004,0,204.32681077694235,726.649307212893,0.0,-2.0
SOB_B_TA-14-21978AB-40-005,0,209.56961466165413,1395.0263318534428,0.0,-2.0
SOB_B_TA-14-21978AB-40-006,0,203.20860275689222,744.0742836678154,0.0,-2.0
SOB_B_TA-14-21978AB-40-007,0,211.85629385964913,977.5648170417514,0.0,-2.0
SOB_B_TA-14-21978AB-40-008,0,206.18431077694237,1417.5633718927468,0.0,-2.0
