image,label,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9
SOB_B_F-14-23060CD-40-012,0,0.0392857142857019,0.0913972431077407,0.054235588972414,0.1158521303257782,0.2485181704259873,0.149999999999953,0.0727850877192754,0.0877161654135063,0.0487531328320649,0.0914567669172645
SOB_B_F-14-23060CD-40-013,0,0.0393421052631455,0.1001691729322994,0.050889724310761,0.1098934837092387,0.2532769423558104,0.1411027568921863,0.067753759398475,0.0975438596490922,0.0490350877192828,0.090993107769395
SOB_B_F-14-23060CD-40-014,0,0.0367449874686601,0.0797587719297995,0.059934210526297,0.1301503759398088,0.2424655388470418,0.1572556390976951,0.0780200501252888,0.0777819548871936,0.0492136591478542,0.0886748120300474
SOB_B_F-14-23222AB-40-001,0,0.0331109022556287,0.0984210526315481,0.062666040100231,0.1255764411027175,0.2317324561402783,0.1454573934836637,0.0786309523809277,0.0928790726816751,0.0454135338345722,0.0861121553884442
SOB_B_F-14-23222AB-40-002,0,0.0331641604009921,0.1029699248119978,0.0616917293232889,0.1230137844611143,0.2230858395989276,0.1419110275688778,0.0774937343358153,0.0965100250626264,0.0493264411027414,0.0908333333333048
SOB_B_F-14-23222AB-40-003,0,0.028703007518788,0.0984461152881897,0.0497556390977287,0.1153916040099889,0.2312625313282483,0.1420770676691284,0.0711998746866944,0.0984962406014729,0.0660463659147662,0.0986215538846808
SOB_B_F-14-23222AB-40-004,0,0.0348464912280592,0.0932926065162615,0.0656704260651423,0.1301315789473276,0.2176033834585784,0.1496522556390508,0.0813596491227815,0.087365288220524,0.0500250626566259,0.0900532581453352
SOB_B_F-14-23222AB-40-005,0,0.0350751879699138,0.099016290726786,0.0621616541353188,0.1233771929824174,0.2182550125312599,0.1452474937342903,0.0784993734335593,0.0947869674185166,0.051926691729307,0.0916541353383171
SOB_B_F-14-23222AB-40-006,0,0.034765037593974,0.1006516290726501,0.0621710526315594,0.1229918546365529,0.2154761904761229,0.1466478696741395,0.0822055137844354,0.0942794486215243,0.0501284461152725,0.0906829573934553
SOB_B_F-14-23222AB-40-007,0,0.0358865914786854,0.1108991228069828,0.0513095238095077,0.1045112781954559,0.2247587719297541,0.1359022556390551,0.0721585213032355,0.1063941102756558,0.0574436090225383,0.1007362155388155
SOB_B_F-14-23222AB-40-008,0,0.0329949874686613,0.1003634085212718,0.0640444862155187,0.1275751879698848,0.2272963659147157,0.1433239348370478,0.0783552631578701,0.0935244360901962,0.0468828320801858,0.085639097744334
SOB_B_F-14-23222AB-40-009,0,0.0362813283207906,0.1022180451127499,0.0647180451127616,0.1228947368420667,0.2210307017543167,0.1443045112781502,0.0819047619047362,0.0943890977443313,0.0457236842105119,0.0865350877192711
SOB_B_F-14-23222AB-40-010,0,0.0338157894736736,0.1032550125312959,0.0550156641603837,0.1145895989974578,0.2247274436089521,0.1469329573934376,0.0763063909774197,0.0979793233082399,0.0527506265663995,0.0946271929824265
SOB_B_F-14-23222AB-40-011,0,0.0328195488721701,0.1007424812029759,0.0564849624059973,0.1170332080200134,0.226719924811959,0.1506735588971959,0.0781453634084968,0.0934523809523516,0.050764411027553,0.0931641604009733
SOB_B_F-14-23222AB-40-012,0,0.0334993734335734,0.0996741854636279,0.0603258145363219,0.1196428571428196,0.2361967418545626,0.147095864661608,0.0799091478696491,0.0919548872180163,0.0446898496240461,0.0870112781954614
SOB_B_F-14-23222AB-40-013,0,0.0338753132831974,0.10912907268167,0.0552067669172759,0.1131672932330472,0.2276754385964199,0.1403383458646177,0.0756704260651392,0.1017136591478378,0.0497901002506109,0.0934335839598704
SOB_B_F-14-23222AB-40-014,0,0.0357800751879587,0.1115820802004663,0.0594392230576254,0.1154699248119939,0.2282330827066954,0.1353477443608598,0.0751221804511042,0.1023809523809203,0.0461716791979805,0.0904730576440819
SOB_B_F-14-23222AB-40-015,0,0.0337092731829468,0.096190476190446,0.0647055137844408,0.1310902255638687,0.2200250626565726,0.1489097744360435,0.0812186716791725,0.0891071428571149,0.0466885964912134,0.088355263157867
SOB_B_F-14-23222AB-40-016,0,0.0321522556390876,0.0940162907267875,0.0610463659147678,0.1280012531327919,0.2138095238094568,0.1465852130325355,0.0803916040099998,0.0907957393483424,0.0579793233082525,0.0952224310776644
SOB_B_F-14-23222AB-40-017,0,0.0352067669172822,0.1022587719297925,0.0645958646616339,0.1285087719297843,0.2145175438595819,0.1436810776941905,0.0796146616541104,0.0948370927317998,0.0478258145363258,0.0889536340851851
SOB_B_F-14-25197-40-022,0,0.0170520050125259,0.0616666666666473,0.0503916040100092,0.1436027568921856,0.3315006265663122,0.1700407268169893,0.0737468671678966,0.0603978696741665,0.0360087719298132,0.0555921052631404
SOB_B_F-14-25197-40-023,0,0.0167637844611476,0.0605231829573745,0.0472869674185315,0.1391729323307834,0.334984335839494,0.1731704260651086,0.0691228070175222,0.0620081453633891,0.0409367167919671,0.0560307017543684
SOB_B_F-14-25197-40-024,0,0.0175125313283153,0.0645488721804309,0.0466541353383312,0.1314818295738936,0.3401785714284648,0.1659617794485695,0.0693358395989757,0.0653540100250421,0.0399874686716666,0.0589849624059965
SOB_B_F-14-25197-40-025,0,0.0176848370927262,0.0598276942355702,0.0511967418546205,0.1434649122806568,0.3225062656640594,0.1738032581453089,0.0748590225563675,0.0604793233082517,0.0403414786967292,0.055836466165396
SOB_B_F-14-25197-40-026,0,0.0187719298245555,0.0594862155388284,0.0452474937343216,0.1365632832079772,0.2986434837091796,0.1763283208019497,0.0754072681704024,0.0635275689222858,0.0597713032581266,0.0662531328320594
SOB_B_F-14-25197-40-027,0,0.0218609022556322,0.0651911027568718,0.0363878446115174,0.1196115288220176,0.244965538847041,0.1648934837092215,0.0736152882205283,0.07505639097742,0.1047775689222729,0.0936403508771636
SOB_B_F-14-25197-40-028,0,0.0188126566415981,0.0734492481202777,0.0434335839598861,0.1161654135337982,0.3218609022555382,0.1603602756891728,0.0669298245613825,0.0766040100250386,0.0602443609022367,0.0621397243107574
SOB_B_F-14-25197-40-029,0,0.0208333333333268,0.0830357142856882,0.0467825814536194,0.1139473684210169,0.3201441102755889,0.1550501253132346,0.0672180451127609,0.0807330827067416,0.0452506265664018,0.0670050125313073
SOB_B_F-14-25197-40-030,0,0.0175062656641549,0.0711058897242885,0.0503007518796834,0.1285902255638694,0.3301378446114253,0.1647650375939333,0.0721553884711553,0.0690914786967202,0.0391760651628949,0.057171052631561
SOB_B_F-14-25197-40-031,0,0.0189505012531268,0.0668233082706557,0.0497994987468515,0.1309993734335429,0.3296052631577915,0.1677631578946843,0.0711027568922083,0.0648214285714082,0.0381140350877073,0.0620206766917098
SOB_B_F-14-25197-40-032,0,0.0218483709273114,0.062102130325795,0.0396459899749249,0.1165288220551013,0.3110745614034113,0.1615006265663654,0.0713126566415816,0.0691854636591262,0.0659586466165206,0.0808427318295486
SOB_B_F-14-25197-40-033,0,0.0200062656641541,0.0720927318295513,0.0443796992481064,0.1211497493733956,0.3063408521302298,0.1740288220550833,0.0728477443608794,0.0728790726816814,0.047907268170411,0.0683677944861941
SOB_B_F-14-25197-40-034,0,0.0150814536340804,0.0679072681704048,0.0475250626566267,0.1286560150375536,0.3310745614034051,0.1813439849623492,0.0706234335839377,0.0663847117794278,0.0367293233082591,0.054674185463642
SOB_B_F-14-25197-40-035,0,0.0172619047618993,0.0628195488721607,0.0528759398496074,0.1379479949874254,0.3217481203006511,0.1797838345864098,0.0766071428571188,0.0599749373433396,0.0345018796992373,0.0564786967418369
SOB_B_F-14-25197-40-036,0,0.0211466165413467,0.0710119047618825,0.0391416040100128,0.1089661654134997,0.3005357142856201,0.1547994987468186,0.0703101503759178,0.0765852130325574,0.0761810776942117,0.0813220551378191
SOB_B_F-14-25197-40-037,0,0.0187969924811971,0.0676785714285502,0.0500657894736685,0.1283771929824159,0.3256077694234568,0.1668577694235066,0.0729793233082478,0.0676190476190264,0.0420206766917161,0.059996867167901
SOB_B_F-14-25197-40-038,0,0.0205294486215474,0.0676096491227858,0.0567637844611351,0.1462249373433125,0.3051221804510322,0.1677412280701229,0.0766979949874446,0.063546365914767,0.0363565162907154,0.0594078947368234
SOB_B_F-14-25197-40-039,0,0.0196428571428509,0.0579949874686535,0.0541979949874516,0.1480294486215075,0.3088815789472716,0.1775532581453077,0.0763502506265424,0.0576911027568741,0.0408709273182829,0.0587875939849439
SOB_B_F-14-25197-40-040,0,0.0171021303258091,0.0594047619047432,0.0497493734335683,0.1418327067668728,0.316817042606417,0.1787593984961846,0.074364035087696,0.0599122807017356,0.0438314536340714,0.0582268170425882
SOB_B_F-14-25197-40-041,0,0.0160494987468621,0.0621459899749178,0.0481610275689072,0.1366885964911852,0.3259179197993966,0.1692230576440572,0.0754761904761668,0.0649467418546162,0.0446459899749233,0.0567449874686539
SOB_B_F-14-25197-40-042,0,0.0163690476190424,0.0799091478696491,0.0400281954887092,0.1131077694235234,0.3421773182956321,0.1566729323307779,0.0619736842105069,0.0797650375939599,0.0506359649122648,0.0593609022556205
SOB_B_F-14-25197-40-043,0,0.0193389724310716,0.0715288220551154,0.0456892230576298,0.1218734335839217,0.2854511278194594,0.166989348370875,0.0783991228069929,0.0745206766917059,0.0640037593984761,0.0722055137844385
SOB_B_F-14-29960AB-40-001,0,0.0254385964912201,0.1071992481202671,0.053464912280685,0.1186058897242736,0.251215538847039,0.1332988721804093,0.0669172932330617,0.1027568922305442,0.0537907268170257,0.0873120300751606
SOB_B_F-14-29960AB-40-002,0,0.0256296992481122,0.1042230576440776,0.0573934837092552,0.125034461152843,0.2485432330826289,0.1320864661653721,0.0682236842105049,0.1012656641603692,0.051785714285698,0.0858145363408252
SOB_B_F-14-29960AB-40-003,0,0.0327725563909671,0.1043013784460826,0.0534116541353216,0.1192982456139977,0.2419768170425307,0.1344110275688802,0.06359335839597,0.1021961152881885,0.0556359649122632,0.0924028822054848
SOB_B_F-14-29960AB-40-004,0,0.0333458646616436,0.1190883458646243,0.045457393483695,0.0983709273182649,0.2447994987467904,0.1195050125312908,0.0576315789473503,0.1150344611528461,0.0647055137844408,0.1020614035087399
SOB_B_F-14-29960AB-40-005,0,0.0341791979949767,0.1205733082706389,0.045253759398482,0.0976535087718992,0.2238220551377744,0.1186246867167548,0.0584711779448438,0.1189598997493361,0.0738345864661422,0.1086278195488381
SOB_B_F-14-29960AB-40-006,0,0.0290820802004921,0.1054260651628742,0.0466134085212886,0.1042512531327994,0.2603446115287405,0.1320958646616127,0.057374686716774,0.1072713032581117,0.0683615288220337,0.0891791979949595
SOB_B_F-14-29960AB-40-007,0,0.0304323308270581,0.0996303258145051,0.0552255639097571,0.1213001253132452,0.2545676691728525,0.1324718045112367,0.0657330827067463,0.0971553884711475,0.0553132832080027,0.0881704260651352
SOB_B_F-14-29960AB-40-008,0,0.0319266917293133,0.110651629072647,0.0517011278195326,0.1136466165413177,0.2411309523808768,0.1228383458646231,0.0618609022556197,0.109520676691695,0.0618139097744167,0.0949091478696444
SOB_B_F-14-29960AB-40-009,0,0.029692982456131,0.1128477443608669,0.04412280701753,0.1011810776942039,0.2559931077693433,0.1267136591478299,0.0567355889724133,0.1137312030074831,0.0636497493734136,0.0953320802004713
SOB_B_F-14-29960AB-40-010,0,0.0287061403508682,0.1128320802004659,0.0448934837092591,0.1050062656641275,0.2409085213031826,0.1292825814535936,0.0565977443608845,0.1118796992480852,0.0688251879699032,0.1010682957393167
SOB_B_F-14-29960AB-40-011,0,0.0323590225563808,0.0969454887217741,0.0625814536340656,0.1292512531327916,0.2141102756891559,0.1399906015037155,0.0759210526315551,0.0940194235588677,0.0587687969924627,0.0960526315789172
SOB_B_F-14-29960AB-40-012,0,0.0263533834586383,0.0821021303257888,0.0551347117794313,0.1301660401002098,0.2467700501252359,0.1499906015037124,0.0722901002506039,0.084492481202981,0.0630701754385767,0.0896303258145082
SOB_B_F-14-29960AB-40-013,0,0.0307048872180354,0.0967293233082403,0.0653508771929619,0.1342230576440682,0.2309461152881482,0.1386466165413099,0.0763972431077454,0.0928508771929533,0.0489630325814383,0.0851879699247853
SOB_B_F-14-29960AB-40-014,0,0.0328540100250523,0.0949122807017246,0.0595363408521116,0.1261779448621158,0.2069392230575792,0.136810776942313,0.072904135338323,0.0972431077693931,0.0685401002506051,0.1040820802004686
SOB_B_F-14-29960AB-40-015,0,0.0358427318295627,0.1025469924811708,0.0626096491227874,0.125977443608983,0.2083834586465512,0.1315444862154976,0.0718828320801779,0.1021522556390657,0.0605388471177755,0.0985213032581144
SOB_B_F-14-29960AB-40-016,0,0.0310213032581356,0.0905294486215255,0.0611967418546174,0.1361497493733909,0.2234085213031881,0.1360087719297819,0.0707142857142635,0.0947493734335542,0.0623308270676496,0.0938909774435796
SOB_B_F-14-29960AB-40-017,0,0.0329887218045009,0.1053195488721474,0.0598997493734148,0.1221021303257762,0.2247587719297541,0.1282518796992079,0.0697431077694017,0.1035213032581129,0.0587374686716608,0.0946773182957096
SOB_B_F-14-29960AB-40-018,0,0.0326785714285611,0.1037781954886892,0.0571303258145184,0.119962406015,0.2141572681703589,0.1296365914786561,0.0686998746866952,0.1046052631578619,0.0653383458646411,0.1040131578947042
SOB_B_F-14-9133-40-001,0,0.0203477443608958,0.0889567669172653,0.0484523809523657,0.1153132832079839,0.3081735588971465,0.1491572681703793,0.0719360902255413,0.0858020050125044,0.0466791979949728,0.0651817042606312
SOB_B_F-14-9133-40-002,0,0.0227788220551307,0.0785745614034841,0.0498746867167763,0.1229448621553499,0.2929197994986551,0.1571271929824069,0.0744517543859416,0.0771585213032339,0.0504918546365756,0.0736779448621323
SOB_B_F-14-9133-40-003,0,0.0267543859649039,0.0863439849623789,0.0502192982455983,0.118784461152845,0.2752036340851268,0.1480482456139887,0.0712280701754162,0.0832111528821794,0.0575783208019869,0.0826284461152623
SOB_B_F-14-9133-40-004,0,0.0214818295739281,0.0947963659147572,0.0489317042606363,0.1142073934836735,0.3105231829572962,0.1403289473683771,0.0671240601503549,0.0930043859648831,0.0441604010024924,0.0654417293232877
SOB_B_F-14-9133-40-005,0,0.0212781954887151,0.0837844611528559,0.0520551378445952,0.1216040100250245,0.2920520050124398,0.1530513784460673,0.0737030075187739,0.0814692982455885,0.0500939849623903,0.0709085213032359
SOB_B_F-14-9133-40-006,0,0.0229511278195416,0.0790507518796744,0.0513847117794325,0.1256578947368027,0.2943389724309855,0.151334586466118,0.0711998746866944,0.0773276942355647,0.0545269423558726,0.0722274436089999
SOB_B_F-14-9133-40-007,0,0.0245363408521226,0.0801848370927067,0.0522086466165249,0.1278383458646216,0.2907142857141946,0.1501409774435619,0.0706203007518575,0.0775626566415797,0.0514818295739187,0.0747117794485981
SOB_B_F-14-9133-40-008,0,0.0203602756892166,0.084821428571402,0.0516823308270514,0.1209022556390598,0.3099780701753414,0.1476221804510815,0.0717481203007294,0.0839505012531065,0.045050125313269,0.0638847117794286
SOB_B_F-14-9133-40-009,0,0.0206766917293168,0.0863345864661383,0.0490256892230422,0.1189724310776569,0.3091290726816074,0.1481516290726353,0.0675407268170214,0.0858239348370658,0.0486967418546213,0.0656484962405809
SOB_B_F-14-9133-40-010,0,0.0234085213032508,0.0821585213032324,0.0546052631578776,0.1292700501252728,0.2901785714284805,0.1566290726816551,0.0743201754385732,0.0789912280701506,0.0450281954887077,0.0654104010024857
SOB_B_F-14-9133-40-011,0,0.0186497493734277,0.0781140350876948,0.0534523809523642,0.1296021303257739,0.3154605263156906,0.1544736842104779,0.0722587719298019,0.0780357142856898,0.0406954887217917,0.0592575187969739
SOB_B_F-14-9133-40-012,0,0.019110275689217,0.0829511278195228,0.0510526315789313,0.1260369674185068,0.318057644110176,0.150817669172885,0.0702067669172712,0.081682330827042,0.0399373433583834,0.0601472431077505
SOB_B_F-14-9133-40-013,0,0.0231359649122734,0.0837374686716529,0.0502568922305606,0.1243076441102367,0.3044705513783507,0.1491134085212565,0.0693013784460935,0.0802098997493483,0.0449060150375799,0.0705607769423337
SOB_B_F-14-9133-40-014,0,0.0194360902255578,0.0889692982455861,0.0520958646616378,0.1223214285713902,0.3264943609021533,0.1404949874686276,0.0667543859648913,0.0857988721804242,0.0390946115288098,0.0585401002506082
SOB_B_F-14-9133-40-015,0,0.0206735588972366,0.0850814536340585,0.0487280701754233,0.1217136591478315,0.3032393483708323,0.1525814536340374,0.0699028822054918,0.0839223057643847,0.0459179197994843,0.0682393483709059
SOB_B_F-14-9133-40-016,0,0.0190100250626506,0.0827788220551119,0.0484085213032429,0.1209335839598618,0.316644736842006,0.1498778195488252,0.0688471177944646,0.0806704260651376,0.045410401002492,0.0674185463658936
SOB_B_F-14-9133-40-017,0,0.0267105263157811,0.0755983709272946,0.0471491228070027,0.1266008771929428,0.2620426065162086,0.1657800751879179,0.0733082706766687,0.0754041353383222,0.0621898496240406,0.0852161654135071
SOB_B_F-14-9133-40-018,0,0.0210087719298179,0.0784429824561157,0.0510150375939689,0.1235714285713898,0.3057832080199543,0.1525375939849146,0.073988095238072,0.0776723057643866,0.0482487468671528,0.0677318295739136
SOB_B_F-14-9133-40-019,0,0.0276190476190389,0.0779010025062412,0.0445645363408381,0.1147305764410668,0.2642387218044285,0.153518170426017,0.070422932330805,0.0778164160400758,0.0764473684210286,0.0927412280701463
SOB_B_F-14-9133-40-020,0,0.0301190476190381,0.0696553884711561,0.0507988721804352,0.1282863408520901,0.2519298245613245,0.1595614035087219,0.0780639097744116,0.0719298245613809,0.0680482456140137,0.0916071428571141
SOB_B_F-14-9133-40-021,0,0.022957393483702,0.0674592731829362,0.0509053884711619,0.1370394736841676,0.2831140350876306,0.1653289473683692,0.0778884711779204,0.0668233082706557,0.0521271929824398,0.0763565162907028
SOB_B_F-14-9133-40-022,0,0.0219454887217976,0.0720989974937117,0.0398245614034962,0.1148558897242748,0.2275156641603297,0.1589411027568424,0.0812468671678943,0.0846679197994722,0.0956798245613735,0.1032236842104939
SOB_B_F-14-9133-40-023,0,0.0185494987468613,0.0724185463658921,0.0494266917293078,0.131566416040059,0.3098715538846147,0.1696491228069644,0.0760933583959661,0.0721209273182731,0.0400783208019924,0.0602255639097555
SOB_B_F-14-9133-40-024,0,0.0216948621553816,0.0792105263157646,0.0532894736841938,0.1244517543859259,0.3021052631578001,0.1513627819548398,0.075072055137821,0.0777349624059906,0.0470708020049977,0.0680075187969711
SOB_B_F-14-9133-40-025,0,0.0176315789473629,0.0848245614034822,0.0476221804511129,0.1138471177944505,0.315216165413435,0.1460213032580996,0.0659241854636385,0.0855263157894468,0.062321428571409,0.061065162907249
SOB_B_F-14-9133-40-026,0,0.0183489974937285,0.0918483709272895,0.0468796992481056,0.1119924812029724,0.3268201754384941,0.1402819548871741,0.0653258145363203,0.0903978696741571,0.0445708020049985,0.0635338345864462
SOB_B_PT-14-21998AB-40-001,0,0.0185494987468613,0.0914442355889437,0.0298621553884618,0.0883646616541076,0.2498088972430295,0.1607017543859145,0.0651253132831876,0.0955952380952081,0.1146021303257786,0.0859461152881936
SOB_B_PT-14-21998AB-40-002,0,0.0198527568922243,0.0765852130325574,0.0482550125313132,0.1241384711779059,0.29048558897234,0.1671115288220027,0.0768640350876952,0.0758646616541115,0.0524467418546201,0.0683959899749159
SOB_B_PT-14-21998AB-40-003,0,0.0196867167919737,0.0735338345864431,0.044044486215525,0.1211936090225184,0.2850657894735949,0.1708333333332798,0.07568295739346,0.0736622807017313,0.0629197994987271,0.0733771929824331
SOB_B_PT-14-21998AB-40-004,0,0.0208709273182892,0.0708270676691507,0.0518515037593822,0.1289411027568518,0.2944705513783539,0.1729291979949332,0.0781422305764166,0.0694298245613817,0.0456077694235446,0.0669298245613825
SOB_B_PT-14-21998AB-40-005,0,0.0236340852130251,0.0747587719298011,0.0457393483709129,0.1202474937342981,0.2358677944861416,0.1636184210525803,0.0805764411027316,0.076829573934813,0.0893609022556111,0.0893671679197715
SOB_B_PT-14-21998AB-40-006,0,0.0208897243107703,0.0690820802004796,0.0459805764410883,0.127703634085173,0.2743107769422699,0.1724279448621013,0.0789598997493487,0.0706923558897021,0.0657424812029869,0.0742105263157662
SOB_B_PT-14-21998AB-40-007,0,0.0270426065162822,0.0817512531328064,0.041249999999987,0.1114066416039751,0.2180137844610845,0.1482205513783996,0.0753884711779212,0.0861716791979679,0.1077067669172594,0.1030482456140028
SOB_B_PT-14-21998AB-40-008,0,0.0233395989974864,0.0758208020049887,0.0448057644110135,0.1222462406014654,0.2387969924811282,0.1583427318295243,0.0759116541353145,0.0811121553884457,0.0926911027568632,0.0869329573934564
SOB_B_PT-14-21998AB-40-009,0,0.0210682957393417,0.071240601503737,0.046651002506251,0.1288565162906864,0.2538909774435295,0.1654699248119782,0.0782299498746622,0.0757894736841867,0.079075814536316,0.0797274436089975
SOB_B_PT-14-21998AB-40-010,0,0.0191948621553824,0.0566196741854459,0.0531484962405848,0.1495238095237626,0.2863815789472787,0.1812249373433016,0.080911654135313,0.0583270676691546,0.0525438596491063,0.0621240601503564
SOB_B_PT-14-21998AB-40-011,0,0.018245614035082,0.0651284461152678,0.0487813283207867,0.1361716791979523,0.2909899749372522,0.1831954887217471,0.0814598997493479,0.0631892230576243,0.0497901002506109,0.0630482456140153
SOB_B_PT-14-21998AB-40-012,0,0.0191322055137784,0.0651221804511074,0.0479010025062506,0.1344047619047198,0.2846804511277304,0.1800093984961842,0.0797744360902005,0.0664880952380744,0.0548997493734163,0.0675877192982244
SOB_B_PT-14-21998AB-40-013,0,0.0238001253132757,0.0737562656641372,0.0422807017543727,0.1165162907267805,0.2329323308269947,0.1585526315788977,0.0786497493734089,0.0797086466165163,0.1000125313282894,0.0937907268170132
SOB_B_PT-14-21998AB-40-014,0,0.0198339598997431,0.0648120300751676,0.054204260651612,0.1405545112781514,0.2923151629071766,0.1788157894736282,0.0813753132831825,0.0630357142856945,0.0429323308270542,0.0621209273182762
SOB_B_PT-14-21998AB-40-015,0,0.0226973684210455,0.0629166666666469,0.0551597744360729,0.1440601503758947,0.2569172932330022,0.1845582706766339,0.084837092731803,0.0642731829573733,0.0536152882205345,0.0709649122806795
SOB_B_PT-14-21998AB-40-016,0,0.0219110275689154,0.0642230576440901,0.0545050125313112,0.1427192982455693,0.2568170426064358,0.1831892230575867,0.0852913533834319,0.0643076441102555,0.0555137844611354,0.071522556390955
SOB_B_PT-14-21998AB-40-017,0,0.0209774436090159,0.0627850877192785,0.0514692982455979,0.1415914786966975,0.2692042606515447,0.1839191729322732,0.0835401002506004,0.06343671679196,0.0535964912280533,0.0694799498746649
SOB_B_PT-14-21998AB-40-018,0,0.0231547619047546,0.0649561403508568,0.045567042606502,0.1281735588972029,0.2341008771929091,0.1665726817042084,0.0784962406014791,0.0717606516290502,0.1048339598997165,0.0823840852130067
SOB_B_PT-14-21998AB-40-019,0,0.0217731829573866,0.0741228070175206,0.0477286967418396,0.1213251879698868,0.2906390977442698,0.1586027568921809,0.0752788220551142,0.0742951127819316,0.0656296992480997,0.0706046365914565
SOB_B_PT-14-21998AB-40-020,0,0.0204479949874622,0.0753352130325578,0.0492669172932176,0.1237593984962018,0.2886309523808619,0.1606234335839095,0.0746115288220317,0.0757362155388233,0.062352756892211,0.0692355889724093
SOB_B_PT-14-21998AB-40-021,0,0.0220426065162838,0.0703414786967198,0.044013157894723,0.1267606516290329,0.2413659147868918,0.1613909774435584,0.0774968671678955,0.0748966165413299,0.0944172932330531,0.0872744360901982
SOB_B_PT-14-21998AB-40-022,0,0.0203696741854572,0.0629197994987271,0.0485808270676539,0.1407957393483268,0.264843358395907,0.1741791979949329,0.0789536340851883,0.0666572681704051,0.0670927318295529,0.0756077694235352
SOB_B_PT-14-21998AB-40-023,0,0.0195802005012469,0.0649185463658944,0.0486779448621401,0.1376347117794055,0.2729605263157039,0.1760745614034536,0.0806641604009772,0.0669893483709063,0.0622462406014842,0.0702537593984742
SOB_B_PT-14-21998AB-40-024,0,0.0205200501253068,0.0740319548871948,0.0408583959899621,0.1151723057643749,0.2491541353382678,0.1662186716791459,0.0772713032581211,0.0808740601503506,0.0903508771929541,0.0855482456140082
SOB_B_PT-14-21998AB-40-025,0,0.0238847117794411,0.0788721804511031,0.0309461152882108,0.0971115288220247,0.1921083959899147,0.148587092731783,0.0750501253132596,0.0891666666666387,0.1494204260651161,0.1148527568921946
SOB_B_PT-14-21998AB-40-026,0,0.0215852130325746,0.0793358395989726,0.0341791979949767,0.0993013784460841,0.2607080200500436,0.1544235588971947,0.0695238095237877,0.0830231829573674,0.1049436090225235,0.0929761904761613
SOB_B_PT-14-21998AB-40-027,0,0.0242575187969848,0.0974968671678892,0.0261622807017461,0.080802005012506,0.2076347117793835,0.1417136591478252,0.065068922305744,0.1046773182957065,0.1396083959899312,0.1125783208019697
SOB_B_PT-14-21998AB-40-028,0,0.0233865914786894,0.0971929824561099,0.0432988721804375,0.1039223057643784,0.2647399749372604,0.1528665413533355,0.0726597744360674,0.0942951127819253,0.0657268170425859,0.0819110275688966
SOB_B_PT-14-21998AB-40-029,0,0.021842105263151,0.0851253132831813,0.04679197994986,0.1136528822054781,0.2596522556390164,0.1558521303257657,0.0762249373433345,0.0864035087719027,0.0752976190475954,0.0791572681704012
SOB_B_PT-14-21998AB-40-030,0,0.0211967418546299,0.0759429824561165,0.055476190476173,0.1288095238094834,0.2939223057643189,0.1695050125312752,0.0806704260651376,0.0735964912280471,0.0373276942355772,0.0635526315789274
SOB_B_PT-14-21998AB-40-031,0,0.0212092731829507,0.0740695488721572,0.0512186716791819,0.1296303258144957,0.306484962405919,0.1671679197994463,0.0749624060150141,0.0708302005012309,0.0411685463659018,0.0632581453633887
SOB_B_PT-14-21998AB-40-032,0,0.0228916040100178,0.0774624060150133,0.0412218045112652,0.113132832080165,0.2519830827066879,0.1558709273182469,0.0767261904761664,0.0828226817042347,0.0889974937343079,0.0888909774435811
SOB_B_PT-14-21998AB-40-033,0,0.0204385964912216,0.0725062656641376,0.0489285714285561,0.1256203007518403,0.2859398496239705,0.1651691729322791,0.0770269423558655,0.0745238095237861,0.0590476190476005,0.0707988721804289
SOB_B_PT-14-21998AB-40-034,0,0.0202098997493671,0.0707174185463437,0.0521021303257982,0.1321585213032167,0.3065256892229616,0.166879699248068,0.0763439849623821,0.0700219298245394,0.0445520050125173,0.0604887218044923
SOB_B_PT-14-21998AB-40-035,0,0.0207080200501188,0.0711058897242885,0.0488909774435937,0.1276754385964512,0.2997901002505326,0.1628978696741344,0.0764473684210286,0.0727819548871952,0.0527725563909609,0.0669298245613825
SOB_B_PT-14-21998AB-40-036,0,0.021591478696735,0.0796898496240351,0.0509429824561243,0.1248903508771538,0.3062249373432624,0.1506422305763939,0.0731046365914557,0.0801253132831829,0.0476221804511129,0.0651660401002302
SOB_B_PT-14-21998AB-40-037,0,0.0212468671679131,0.0713690476190252,0.0512092731829413,0.1310432330826657,0.2950845864660729,0.1621522556390469,0.0755075187969688,0.071381578947346,0.0544893483709102,0.0665162907267962
SOB_B_PT-14-21998AB-40-038,0,0.0235745614035013,0.0716541353383234,0.0500501253132675,0.1277756892230176,0.2804135338344986,0.1562437343357906,0.0749624060150141,0.0728226817042378,0.0700845864661434,0.0724185463658921
SOB_B_PT-14-21998AB-40-039,0,0.0203477443608958,0.0550125313283035,0.0546365914786796,0.1530952380951901,0.2963533834585538,0.1794392230575879,0.0783270676691483,0.0569141604009846,0.0460181704260507,0.059855889724292
SOB_B_PT-14-21998AB-40-040,0,0.0204511278195424,0.0682581453633871,0.0540507518796823,0.1351378446114864,0.3280513784460125,0.1606829573934333,0.0730733082706538,0.0668671679197785,0.0371177944862039,0.0563095238095061
